precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VIŞAN FLORIN-CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","HÎRTIE OVIDIU-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","GHEORGHIU ANGEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
7,BOTOŞANI,"CENTRUL CULTURAL BUCECEA",109,"ORAŞ BUCECEA",36453,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:07",1618,1611,0,5,2,738,731,0,5,2,713,25,1703,965,32,69,612
7,BOTOŞANI,"SCOALA CALINESTI",111,"ORAŞ BUCECEA",36453,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:36",528,523,0,0,5,250,245,0,0,5,239,11,630,380,9,11,219
7,BOTOŞANI,"SCOALA NR.1 BUCECEA",108,"ORAŞ BUCECEA",36453,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:10:48",779,754,1,10,14,390,365,1,10,14,377,13,800,410,18,70,289
7,BOTOŞANI,"SCOALA NR.2 BUCECEA",110,"ORAŞ BUCECEA",36453,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:57",1551,1532,0,2,17,724,705,0,2,17,713,11,1700,976,21,58,634
