precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BÂRLÂU LIVIA-DANIELA-PARTIDUL SOCIAL DEMOCRAT-voturi","GAVRA RADU-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","GUG ŞTEFAN-VASILE-UNIUNEA SALVAȚI ROMÂNIA-voturi","COSMA GABRIELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MICLĂUŞ FLORIN-VASILE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"CĂMINUL CULTURAL PĂULEȘTI",271,BRUSTURI,27757,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:01:53",253,237,2,12,2,151,137,0,12,2,146,5,263,112,62,38,1,2,43
5,BIHOR,"CĂMINUL CULTURAL PICLEU",272,BRUSTURI,27757,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:47:19",723,684,0,23,16,493,454,0,23,16,471,22,766,273,131,184,7,3,146
5,BIHOR,"ŞCOALA CUIEŞD",269,BRUSTURI,27757,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:30",405,379,0,15,11,260,234,0,15,11,250,10,415,155,43,132,2,3,70
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR. 1 BRUSTURI",268,BRUSTURI,27757,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:17:10",892,848,3,27,14,608,567,0,27,14,560,48,945,337,147,226,18,4,165
5,BIHOR,"ŞCOALA GIMNAZIALĂ ȚIGĂNEȘTII DE CRIȘ",273,BRUSTURI,27757,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:59:52",270,249,0,17,4,176,155,0,17,4,171,5,276,100,43,41,1,9,77
5,BIHOR,"ŞCOALA ORVIŞELE",270,BRUSTURI,27757,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:27",275,256,0,14,5,194,175,0,14,5,192,2,282,86,71,23,2,2,94
