precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUREŞAN GABRIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BĂCANU VIORICA-PARTIDUL NAȚIONAL LIBERAL-voturi","ORBU GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","COMAN CRISTINA-GEORGIANA-CLAUDIA-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
31,PRAHOVA,"CĂMINUL CULTURAL ARICEȘTII RAHTIVANI, NR. 527A",297,"ARICEŞTII RAHTIVANI",132075,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:06:08",1075,1062,1,11,1,693,680,1,11,1,683,10,1200,507,20,267,388,8
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL BUDA NR. 46 A",298,"ARICEŞTII RAHTIVANI",132075,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:29:19",446,440,0,6,0,267,261,0,6,0,261,6,550,283,18,131,108,4
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NEDELEA NR. 47A",299,"ARICEŞTII RAHTIVANI",132075,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:20:38",817,801,0,16,0,509,493,0,16,0,498,11,920,411,19,263,210,6
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL TÎRGȘORU NOU, NR. 175",302,"ARICEŞTII RAHTIVANI",132075,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:10:44",914,908,0,6,0,552,546,0,6,0,546,6,1030,478,20,148,371,7
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ COMUNA ARICEȘTII RAHTIVANI NR. 96A",296,"ARICEŞTII RAHTIVANI",132075,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:08:26",1201,1193,0,7,1,734,726,0,7,1,714,20,1200,466,21,235,458,0
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SAT NEDELEA, COMUNA ARICEȘTII RAHTIVANI, NR. 491",300,"ARICEŞTII RAHTIVANI",132075,3,PART,PRCNCT,P,P_SV,"2024-06-10 15:14:56",1127,1124,0,3,0,723,720,0,3,0,707,15,1150,427,14,360,330,3
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SAT STOENEȘTI NR. 14",301,"ARICEŞTII RAHTIVANI",132075,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:30:51",1163,1148,0,7,8,696,681,0,7,8,681,15,1300,604,77,96,492,16
