precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","HOLOM DUMITRU-DORIN-voturi"
34,SIBIU,"CĂMINUL CULTURAL ERNEA",193,"ORAŞ DUMBRĂVENI",143806,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:01",414,406,0,7,1,226,218,0,7,1,201,25,450,224,8,97,8,30,45,5,8
34,SIBIU,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ DUMBRĂVENI",192,"ORAŞ DUMBRĂVENI",143806,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:20",1207,1186,3,8,10,507,489,0,8,10,476,31,1320,813,33,208,12,19,149,23,32
34,SIBIU,"CLĂDIRE PUBLICĂ A ADMINISTRAȚIEI LOCALE ORAȘ DUMBRĂVENI",194,"ORAŞ DUMBRĂVENI",143806,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:02:01",1412,1397,2,5,8,693,680,0,5,8,580,113,1550,857,15,96,41,34,386,7,1
34,SIBIU,"LICEUL ”TIMOTEI CIPARIU” DUMBRĂVENI",191,"ORAŞ DUMBRĂVENI",143806,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:19:39",1177,1154,0,8,15,513,490,0,8,15,476,37,1290,777,24,182,25,91,126,14,14
34,SIBIU,"LICEUL ”TIMOTEI CIPARIU” DUMBRĂVENI",190,"ORAŞ DUMBRĂVENI",143806,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:52:04",1097,1076,1,7,13,593,573,0,7,13,548,44,1200,608,41,231,26,28,149,23,50
34,SIBIU,"PRIMĂRIA ORAȘULUI DUMBRĂVENI",189,"ORAŞ DUMBRĂVENI",143806,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:32:39",1190,1160,7,8,15,571,547,1,8,15,554,17,1301,730,53,189,33,9,188,30,52
