precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANCUŢA VASILE-DOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","NUŢĂ ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SIMA NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL SĂLĂTRUCEL",360,SĂLĂTRUCEL,172894,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:21",1235,1214,2,7,12,774,754,1,7,12,752,22,1330,556,430,50,272
40,VÂLCEA,"ŞCOALA PATEŞTI",361,SĂLĂTRUCEL,172894,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:06:12",104,95,0,9,0,75,66,0,9,0,73,2,110,35,61,3,9
40,VÂLCEA,"ŞCOALA SEACA",362,SĂLĂTRUCEL,172894,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:50:18",89,80,0,8,1,61,52,0,8,1,60,1,90,29,38,2,20
40,VÂLCEA,"ŞCOALA ŞERBĂNEŞTI",363,SĂLĂTRUCEL,172894,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:31:54",396,376,0,10,10,250,230,0,10,10,245,5,430,180,193,11,41
