precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ILYÉS BOTOND-JÁNOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","RACOVIŢĂ LIVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”JANCSÓ BENEDEK” GHELINŢA",143,GHELINŢA,64318,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:39:09",1460,1390,1,4,65,820,751,0,4,65,772,48,1568,748,746,26
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”JANCSÓ BENEDEK” GHELINŢA",144,GHELINŢA,64318,2,PART,PRCNCT,P,P_SV,"2024-06-13 14:51:27",1428,1391,1,2,34,627,591,0,2,34,528,99,1500,873,496,32
15,COVASNA,"ŞCOALA PRIMARĂ HARALE",146,GHELINŢA,64318,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:23:42",203,190,0,5,8,107,94,0,5,8,106,1,300,193,101,5
15,COVASNA,"ŞCOALA PRIMARĂ NR.2 GHELINŢA",145,GHELINŢA,64318,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:40",1151,1102,0,1,48,692,643,0,1,48,658,34,1200,508,638,20
