precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MISCHIE ION-PARTIDUL MIȘCAREA POPULARĂ-voturi","DRĂGHICI CONSTANTIN-FORȚA DREPTEI-voturi","DODENCIU IONUŢ-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BÎLDEA ROMULUS-PARTIDUL SOCIAL DEMOCRAT-voturi","COICULESCU VASILE-TRAIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MISCHIE NICOLAE-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"CLĂDIREA DE LÂNGĂ SEDIUL PRIMĂRIEI COMUNEI TELEŞTI - SALA DE ŞEDINŢE A CONSILIULUI LOCAL TELEŞTI",312,TELEŞTI,82396,3,PART,PRCNCT,P,P_SV,"2024-06-11 18:54:25",549,513,3,22,11,368,335,0,22,11,365,3,600,232,6,4,40,253,11,51
20,GORJ,"ŞCOALA PRIMARĂ NR.1 BUDUHALA",314,TELEŞTI,82396,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:19",715,680,0,15,20,405,370,0,15,20,399,6,738,333,3,3,33,312,2,46
20,GORJ,"ŞCOALA PRIMARĂ ŞOMĂNEŞTI",315,TELEŞTI,82396,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:00",567,543,0,9,15,383,359,0,9,15,371,12,600,217,0,15,32,284,8,32
20,GORJ,"ŞCOALA PRIMARĂ TELEŞTI",313,TELEŞTI,82396,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:52",561,523,0,31,7,398,360,0,31,7,394,4,600,202,12,2,15,289,67,9
