precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"CĂMINUL CULTURAL",266,ORLEA,127938,3,PART,PRCNCT,CL,CL_SV,"2024-06-14 10:04:36",1275,1224,0,8,43,838,787,0,8,43,813,25,1345,507,205,70,538
30,OLT,"CĂMINUL CULTURAL",267,ORLEA,127938,2,PART,PRCNCT,CL,CL_SV,"2024-06-14 10:00:14",537,518,1,1,17,380,361,1,1,17,375,4,570,191,102,15,258
