precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOBLEA ALIN-ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","TOMA NELU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOCEANU DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL PĂDINA MARE",225,PĂDINA,112806,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:34",268,183,0,76,9,212,127,0,76,9,200,7,222,15,48,25,127
27,MEHEDINŢI,"CĂMINUL CULTURAL SLAŞOMA",228,PĂDINA,112806,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:53:30",446,313,0,85,48,368,235,0,85,48,356,12,402,34,197,8,151
27,MEHEDINŢI,"ŞCOALA GENERALĂ IABLANIŢA",226,PĂDINA,112806,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:12",173,114,0,47,12,173,114,0,47,12,169,4,187,14,58,21,90
27,MEHEDINŢI,"ŞCOALA GENERALĂ PĂDINA MICĂ",227,PĂDINA,112806,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:23:16",207,158,0,35,14,156,107,0,35,14,149,7,189,33,73,25,51
