precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CREŢ DANIEL-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CUC GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi"
13,CLUJ,"CAMINUL CULTURAL",607,SĂCUIEU,59283,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:24",193,185,1,5,2,129,122,0,5,2,122,7,207,78,49,73
13,CLUJ,"CĂMINUL CULTURAL",605,SĂCUIEU,59283,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:23",462,455,0,5,2,298,291,0,5,2,290,8,495,197,166,124
13,CLUJ,"CĂMINUL CULTURAL",606,SĂCUIEU,59283,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:36:38",486,477,0,7,2,364,355,0,7,2,360,4,530,166,50,310
