precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRĂGOESCU CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CAIN CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STOIAN CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","TRANTIE ELEODOR-MARIUS-UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"GRĂDINIȚA PEȘTEANA DE JOS",216,FĂRCĂŞEŞTI,80285,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:01",698,642,0,39,17,534,478,0,39,17,512,22,700,166,446,14,38,14
20,GORJ,"LICEU ROŞIA JIU",217,FĂRCĂŞEŞTI,80285,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:32",625,601,0,17,7,431,407,0,17,7,417,14,700,269,236,7,157,17
20,GORJ,"ȘCOALA GENERALĂ VICTOR POPESCU",219,FĂRCĂŞEŞTI,80285,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:01",667,631,3,23,10,489,456,0,23,10,476,13,700,211,285,47,63,81
20,GORJ,"ŞCOALA PRIMARĂ FĂRCĂŞEŞTI",215,FĂRCĂŞEŞTI,80285,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:37",623,583,0,22,18,449,409,0,22,18,437,12,611,162,336,6,48,47
20,GORJ,"ŞCOALA PRIMARĂ TIMIŞENI",218,FĂRCĂŞEŞTI,80285,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:29:58",101,94,0,7,0,62,55,0,7,0,58,4,100,38,32,2,22,2
