precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
38,TULCEA,"LICEUL TEORETIC „JEAN BART”",73,"ORAŞ SULINA",159767,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:53:33",1001,966,2,15,18,550,517,0,15,18,529,21,1071,521,21,162,86,98,79,55,28
38,TULCEA,"SALA DE EDUCAȚIE FIZICĂ ȘI SPORT",74,"ORAŞ SULINA",159767,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:47",1017,996,0,4,17,548,527,0,4,17,532,16,1121,573,26,176,68,90,84,50,38
38,TULCEA,"SCOALA I- IV - INCAPERE EXPOZITIONALA",71,"ORAŞ SULINA",159767,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 12:45:11",961,944,0,7,10,507,490,0,7,10,493,12,1046,541,17,159,75,83,72,29,58
38,TULCEA,"ȘCOALA I-IV PROSPECT",72,"ORAŞ SULINA",159767,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:27",208,192,2,8,6,114,100,0,8,6,111,3,213,99,8,45,16,9,24,7,2
