precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SCĂIUȘ",246,FÂRLIUG,52785,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:26:17",275,234,0,32,9,214,173,0,32,9,212,2,257,43,145,56,2,9
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL VALEA MARE",247,FÂRLIUG,52785,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:39:54",116,93,0,20,3,91,68,0,20,3,90,1,122,31,60,25,2,3
11,CARAŞ-SEVERIN,"CENTRUL AGRICOL DEZEŞTI",243,FÂRLIUG,52785,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:25:36",204,145,0,47,12,167,108,0,47,12,161,6,220,53,49,102,3,7
11,CARAŞ-SEVERIN,"CLĂDIRE ADMINISTRATIVĂ",244,FÂRLIUG,52785,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:50:24",208,188,0,9,11,142,122,0,9,11,142,0,206,64,44,86,8,4
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ FÂRLIUG",242,FÂRLIUG,52785,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:26:08",781,611,1,111,58,584,415,0,111,58,571,13,742,158,307,234,8,22
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ REMETEA-POGĂNICI",245,FÂRLIUG,52785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:13",211,182,0,19,10,134,105,0,19,10,127,7,197,63,72,44,6,5
