precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","HEIM CRISTIAN-ELVIS-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL MILCOVENI",168,BERLIŞTE,51387,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:08",215,194,0,14,7,138,117,0,14,7,134,4,213,75,64,17,23,15,10,5
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ BERLIŞTE",166,BERLIŞTE,51387,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:26:41",299,285,0,11,3,175,161,0,11,3,164,11,305,130,91,15,14,5,16,23
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ IAM",167,BERLIŞTE,51387,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:09:45",283,272,0,10,1,181,170,0,10,1,173,8,297,116,64,72,21,4,2,10
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ RUSOVA-NOUĂ",169,BERLIŞTE,51387,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:07:26",169,163,0,5,1,111,105,0,5,1,102,9,171,60,56,9,24,1,0,12
