precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"CĂMINUL CULTURAL COSÂMBEŞTI",132,COSÂMBEŞTI,93236,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:30:23",817,782,1,16,18,524,489,1,16,18,514,10,872,348,51,188,237,38
23,IALOMIŢA,"GRADINIȚA CU PROGRAM NORMAL GIMBĂŞANI",133,COSÂMBEŞTI,93236,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:05",734,713,1,9,11,497,477,0,9,11,483,14,800,303,22,131,166,164
