precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GURIŢĂ DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","GĂREA SILVIU-FLORENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MELENTE MARIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","SOCIANU RĂZVAN-DAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TOMESCU IOAN-PARTIDUL MIȘCAREA POPULARĂ-voturi","CIUCARDEL FLOREA-PARTIDUL PRO ROMÂNIA-voturi"
14,CONSTANŢA,"ŞCOALA CU CLASELE I -IV",483,MERENI,62137,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:51",223,220,0,2,1,146,143,0,2,1,144,2,236,90,54,50,1,14,17,8
14,CONSTANŢA,"ŞCOALA CU CLASELE I - VIII",484,MERENI,62137,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:06",481,478,0,2,1,322,319,0,2,1,318,4,527,205,45,232,4,19,3,15
14,CONSTANŢA,"SCOALA GIMNAZIALA NICHITA STANESCU",482,MERENI,62137,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:42:31",1209,1170,1,9,29,753,715,0,9,29,723,30,1289,536,302,108,54,24,118,117
