precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
12,CĂLĂRAŞI,"GRĂDINIȚA MIHAI VITEAZU",235,"VLAD ŢEPEŞ",94768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:35",505,475,0,5,25,327,297,0,5,25,319,8,551,224,41,258,20
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 VLAD ȚEPEȘ",234,"VLAD ŢEPEŞ",94768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:06:30",1111,1044,1,21,45,721,654,1,21,45,703,18,1149,428,173,515,15
