precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",184,CIOROGÂRLA,101957,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:13",1957,1908,4,35,10,1197,1152,0,35,10,1176,21,2200,1003,105,535,127,409
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",183,CIOROGÂRLA,101957,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:07:15",1580,1473,53,43,11,982,939,0,43,0,973,9,1600,618,47,562,75,289
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2 DÂRVARI",185,CIOROGÂRLA,101957,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:14",1860,1835,1,17,7,1166,1142,0,17,7,1111,55,2052,886,50,503,39,519
