precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GAŢU EUGEN-REMUS-UNIUNEA SALVAȚI ROMÂNIA-voturi","BAMBU NICU-LUCIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DÎRVARU EDUARD-ILIUŢĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","MARCU IULIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ACASANDREI COSTEL-PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"CASA SOCIALĂ-PAROHIA ”SF.DUMITRU” COADA STÂNCII",745,UNGHENI,96003,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:07",530,528,1,1,0,231,230,0,1,0,221,10,600,369,25,26,58,102,10
24,IAŞI,"SCOALA GIMNAZIALA BOSIA- CORP B",743,UNGHENI,96003,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:38",824,821,0,3,0,389,386,0,3,0,375,11,864,475,45,36,110,174,10
24,IAŞI,"SCOALA GIMNAZIALA BOSIA-CORP B",744,UNGHENI,96003,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:37",700,698,0,2,0,398,396,0,2,0,376,22,800,382,54,28,100,187,7
24,IAŞI,"SCOALA PRIMARA MÎNZĂTEŞTI",746,UNGHENI,96003,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:18",864,856,0,8,0,385,377,0,8,0,373,12,900,515,58,51,103,142,19
24,IAŞI,"SCOALA PRIMARA UNGHENI",747,UNGHENI,96003,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:12:37",519,513,1,5,0,268,262,1,5,0,251,11,600,338,6,62,41,141,1
