precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MANOLIU COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi","TAMAZLACARU MIHAELA-PARTIDUL SOCIAL DEMOCRAT-voturi","MANOLACHE GEORGE-EUSEBIU-UNIUNEA SALVAȚI ROMÂNIA-voturi"
24,IAŞI,"CANTONUL PETREŞTI ADMINISTRAT DE CĂTRE ADMINISTRAŢIA BAZINALĂ DE APĂ PRUT-BÂRLAD",462,GOLĂIEŞTI,97090,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:57",243,236,0,5,2,130,123,0,5,2,125,5,300,170,70,42,13
24,IAŞI,"CASA DE PRĂZNUIRE GRĂDINARI",461,GOLĂIEŞTI,97090,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:20:59",312,306,0,4,2,188,182,0,4,2,179,3,400,218,120,54,5
24,IAŞI,"CASA DE PRĂZNUIRE PAROHIA SFÂNTUL PROOROC ILIE TESVITEANUL",463,GOLĂIEŞTI,97090,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:42:15",222,213,0,8,1,147,138,0,8,1,144,3,300,153,98,40,6
24,IAŞI,"SCOALA GIMNAZIALA GOLAIESTI",458,GOLĂIEŞTI,97090,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:33:23",1605,1568,1,8,28,963,926,1,8,28,932,31,1600,637,510,377,45
24,IAŞI,"SCOALA PRIMARA CILIBIU",459,GOLĂIEŞTI,97090,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:54",415,405,0,6,4,229,219,0,6,4,225,4,425,196,161,51,13
24,IAŞI,"SCOALA PRIMARA COTU LUI IVAN",460,GOLĂIEŞTI,97090,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:42",305,300,0,4,1,185,180,0,4,1,174,11,342,157,116,51,7
