precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
21,HARGHITA,"LICEUL TEHNOLOGIC CORBU CORP A",117,CORBU,84148,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:58",749,739,1,4,5,424,415,0,4,5,403,21,800,376,287,116
21,HARGHITA,"LICEUL TEHNOLOGIC CORP D",118,CORBU,84148,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:43:02",408,402,1,5,0,219,214,0,5,0,212,7,460,241,136,76
