precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ENARU ION-NICUŞOR-PARTIDUL NAȚIONAL LIBERAL-voturi","OANCEA FLORIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MARIN ION-PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"CĂMIN CULTURAL BĂDENI",474,STOENEŞTI,18858,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:18:46",1398,1379,1,5,13,772,753,1,5,13,757,15,1500,728,40,268,449
3,ARGEŞ,"CĂMIN CULTURAL PIATRA",475,STOENEŞTI,18858,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:55",399,394,0,2,3,236,231,0,2,3,234,2,474,238,23,53,158
3,ARGEŞ,"CĂMIN CULTURAL STOENEŞTI",473,STOENEŞTI,18858,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:54",1021,1007,2,5,7,641,629,1,5,6,631,10,1100,459,60,259,312
3,ARGEŞ,"ŞCOALA GEN. VALEA BĂDENILOR",476,STOENEŞTI,18858,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:05",610,597,0,10,3,405,392,0,10,3,392,13,700,295,23,34,335
