precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢÎRLEA IONEL-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BOŞCA HORAŢIU-DAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","SUCIU MARIUS-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL GĂLĂȘENI, NR.50",135,CUZĂPLAC,140869,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:18:26",104,81,0,21,2,81,58,0,21,2,78,3,95,14,71,1,6
33,SĂLAJ,"CĂMINUL CULTURAL RUGINOASA, NR.22",138,CUZĂPLAC,140869,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:38:34",71,52,0,19,0,51,32,0,19,0,49,2,66,15,36,1,12
33,SĂLAJ,"CENTRUL DE ZI PETRINDU, NR.78",137,CUZĂPLAC,140869,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:41",347,310,0,31,6,275,238,0,31,6,269,6,348,73,149,31,89
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MIERȚA, NR.97",136,CUZĂPLAC,140869,3,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:59",109,94,0,12,3,83,68,0,12,3,83,0,105,22,72,0,11
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV TĂMAȘA, NR.219",139,CUZĂPLAC,140869,2,PART,PRCNCT,P,P_SV,"2024-06-13 13:07:30",273,248,0,19,6,231,206,0,19,6,226,5,270,39,182,4,40
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CUZĂPLAC, NR.242",134,CUZĂPLAC,140869,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:02:05",386,361,0,14,11,290,265,0,14,11,283,7,436,146,231,7,45
