precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CHIRILOIU OANA-IONELA-voturi"
4,BACĂU,"ŞCOALA GENERALĂ SATUL FULGERIŞ",499,PÂNCEŞTI,24187,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:44",427,417,0,5,5,138,128,0,5,5,129,9,500,362,48,61,6,10,2,2
4,BACĂU,"ŞCOALA GENERALĂ SATUL PETREŞTI",500,PÂNCEŞTI,24187,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:31:54",670,649,0,14,7,335,314,0,14,7,311,24,700,365,127,123,29,7,4,21
4,BACĂU,"ŞCOALA GENERALĂ SATUL SOCI",501,PÂNCEŞTI,24187,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:49:19",630,620,0,7,3,352,345,0,4,3,328,24,700,348,79,215,22,9,1,2
4,BACĂU,"ŞCOALA NR.1 PÎNCEŞTI",497,PÂNCEŞTI,24187,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:56:22",1118,1092,0,7,19,523,497,0,7,19,490,33,1100,577,141,280,21,44,3,1
4,BACĂU,"ŞCOALA SATUL DIENEŢ",498,PÂNCEŞTI,24187,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:26",534,522,1,3,8,272,261,0,3,8,257,15,600,328,76,141,14,16,8,2
