precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"GRĂDINIȚĂ CU PROGRAM NORMAL VARNIŢA",563,ŞIRNA,135431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:57",668,664,1,3,0,409,406,0,3,0,389,20,700,291,139,22,153,75
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT HĂBUD",560,ŞIRNA,135431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:46",630,620,1,5,4,404,394,1,5,4,393,11,700,296,199,14,127,53
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT TĂRICENI",561,ŞIRNA,135431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:21",830,826,1,1,2,467,464,0,1,2,457,10,900,433,77,24,216,140
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT TĂRICENI",562,ŞIRNA,135431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:18:19",668,664,0,2,2,396,392,0,2,2,387,9,700,304,60,206,95,26
31,PRAHOVA,"ŞCOALA PRIMARĂ, SAT BRĂTEŞTI",559,ŞIRNA,135431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:23",357,353,0,4,0,233,229,0,4,0,230,3,414,181,32,8,177,13
31,PRAHOVA,"ŞCOALA PRIMARĂ, SAT ŞIRNA",558,ŞIRNA,135431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:03:26",607,593,1,13,0,348,334,1,13,0,335,13,700,352,66,25,167,77
