precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STANCIU DANA-IULIANA-PARTIDUL NAȚIONAL LIBERAL-voturi","STANCIU GHIORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","MOSCU IOAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MĂZDRAG DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IFTEMI IONUŢ-BOGDAN-FORȚA DREPTEI-voturi","ARDELEANU ŞTEFAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"CASA PAROHIALĂ MORENI",607,PRISĂCANI,98603,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:43",806,798,0,7,1,477,469,0,7,1,461,16,900,423,114,141,115,23,58,10
24,IAŞI,"GRADINITA CU PROGRAM NORMAL PRISĂCANI",603,PRISĂCANI,98603,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:41:15",1362,1314,1,24,23,845,798,0,24,23,814,31,1400,555,168,318,62,126,87,53
24,IAŞI,"SCOALA GIMNAZIALA MACARESTI",605,PRISĂCANI,98603,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:17:52",1501,1498,0,3,0,4,1,0,3,0,4,0,1700,1696,0,2,1,1,0,0
24,IAŞI,"SCOALA GIMNAZIALA MACARESTI",604,PRISĂCANI,98603,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:42:22",1292,1290,0,2,0,303,301,0,2,0,292,11,1400,1097,50,134,25,67,6,10
24,IAŞI,"ȘCOALA PRIMARĂ MĂCĂREȘTI",606,PRISĂCANI,98603,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:19:32",1645,1639,0,6,0,8,2,0,6,0,8,0,1800,1792,2,5,0,1,0,0
