precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IONEL IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BĂLAN VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","TIMOFTE VICTORIA-PARTIDUL SOCIAL DEMOCRAT-voturi","ALBU CONSTANTIN-ANDREI-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CHIRIAC LILIANA-voturi","POPA MAGDALENA-BIANCA-voturi","CONSTANTIN LUCIAN-voturi"
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”I.C. BRĂTIANU” NICOLAE BĂLCESCU",500,"NICOLAE BĂLCESCU",62440,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:21:15",1399,1353,1,21,24,856,811,0,21,24,842,14,1488,632,12,474,135,125,5,34,57
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”I.C. BRĂTIANU” NICOLAE BĂLCESCU",501,"NICOLAE BĂLCESCU",62440,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:57:06",1461,1432,1,11,17,944,916,0,11,17,886,30,1582,666,9,479,153,149,2,32,62
14,CONSTANŢA,"ȘCOALA GIMNAZIALA NR. 1 DOROBANȚU",502,"NICOLAE BĂLCESCU",62440,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:42:27",1523,1506,0,5,12,949,932,0,5,12,895,35,1678,748,22,456,212,150,27,7,21
