precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NICOLAE ION-PARTIDUL NAȚIONAL LIBERAL-voturi","FRÎNTU NICULINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SPORIŞ GHEORGHE-VALENTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","LĂZUREANU NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi"
40,VÂLCEA,"CĂMIN CULTURAL GREBLEŞTI",189,CÂINENI,169119,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:40",579,536,0,37,6,371,328,0,37,6,354,17,600,229,265,38,12,39
40,VÂLCEA,"CĂMINUL CULTURAL ROBEȘTI",190,CÂINENI,169119,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:51:22",174,166,0,8,0,108,100,0,8,0,104,4,190,82,60,3,26,15
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ CÎINENII MARI",188,CÂINENI,169119,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:29",640,599,1,31,9,362,321,1,31,9,345,17,660,298,260,4,4,77
40,VÂLCEA,"ŞCOALA PRIMARĂ CÎINENII MICI",187,CÂINENI,169119,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:48:59",497,472,0,11,14,278,253,0,11,14,275,3,520,242,208,8,6,53
