precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OPRINA ION-PARTIDUL SOCIAL DEMOCRAT-voturi","RĂDUŢ CARMIL-TITEL-PARTIDUL NAȚIONAL LIBERAL-voturi","DIŢĂ MARIAN-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL NR.1",202,MĂLDĂENI,153277,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:59:23",908,878,0,11,19,527,497,0,11,19,509,18,978,451,262,104,143
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL NR.2",203,MĂLDĂENI,153277,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:12:46",1210,1180,0,4,26,729,699,0,4,26,710,19,1300,571,346,233,131
36,TELEORMAN,"SCOALA GIMNAZIALA NR.1",201,MĂLDĂENI,153277,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:11:39",1122,1076,0,9,37,655,609,0,9,37,640,15,1230,575,451,117,72
