precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BARBU GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","OPREA NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","JUNOIU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi"
30,OLT,"SCOALA CANDELESTI",339,TOPANA,129503,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:07",87,72,0,13,2,70,55,0,13,2,70,0,93,23,64,5,1
30,OLT,"SCOALA GIMNAZIALA TOPANA",338,TOPANA,129503,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:36:58",282,231,1,37,13,220,170,0,37,13,217,3,298,78,169,15,33
30,OLT,"SCOALA GOJGAREI",340,TOPANA,129503,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:03",127,90,0,32,5,109,72,0,32,5,109,0,119,10,94,10,5
30,OLT,"SCOALA UNGURENI",341,TOPANA,129503,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:15:13",105,78,0,24,3,89,62,0,24,3,89,0,99,10,63,22,4
