precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞTEFAN CORNELIU-PARTIDUL SOCIAL DEMOCRAT-voturi","ION SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","IACOB CONSTANTIN-CIPRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PLĂIAŞU GABRIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I-IV IAZU",184,COJASCA,66697,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:24",1111,1092,0,9,10,935,916,0,9,10,899,36,1220,285,29,850,18,2
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I-IV IAZU",185,COJASCA,66697,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:55",1058,1048,0,7,3,889,879,0,7,3,855,32,1160,273,31,796,25,3
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-IV IEDERA DE SUS",271,IEDERA,65869,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:49:53",1195,1183,0,11,1,738,726,0,11,1,707,31,1310,572,363,208,75,61
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-IV MOVILA",314,NICULEŞTI,104387,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:59:55",514,490,0,10,14,275,251,0,10,14,263,12,550,275,196,26,28,13
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-IV STURZENI",169,CÂNDEŞTI,66526,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:27",421,400,0,7,14,263,242,0,7,14,253,10,440,177,99,97,51,6
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-IV VALEA MARE",170,CÂNDEŞTI,66526,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:57:35",96,90,0,5,1,78,72,0,5,1,76,2,140,62,28,37,11,0
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I-VIII",424,VOINEŞTI,69526,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:51",1301,1289,0,2,10,882,870,0,2,10,849,31,1440,560,702,52,64,31
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE. I-VIII ADÂNCA",258,"GURA OCNIŢEI",67595,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:56",1494,1484,1,7,2,778,769,0,7,2,763,15,1630,852,387,168,173,35
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-VIII CIOCĂNARI",313,NICULEŞTI,104387,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:54",1015,1010,3,2,0,498,496,0,2,0,457,38,1110,612,281,91,70,15
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I - VIII CIOCĂNEȘTI",172,CIOCĂNEŞTI,101840,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:01",945,938,0,7,0,669,662,0,7,0,643,26,1030,361,412,24,197,10
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-VIII CIOCĂNEȘTI",171,CIOCĂNEŞTI,101840,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:44",783,771,2,10,0,552,542,0,10,0,530,22,850,298,314,29,178,9
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I - VIII CORNĂŢELU",203,CORNĂŢELU,66955,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:47",316,282,0,27,7,233,199,0,27,7,230,3,310,77,140,71,12,7
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I - VIII NICULEȘTI",311,NICULEŞTI,104387,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:23:43",1026,1009,0,16,1,616,599,0,16,1,590,26,1110,494,497,21,64,8
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I - VIII NICULEȘTI",312,NICULEŞTI,104387,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:45",819,813,0,4,2,490,484,0,4,2,479,11,900,410,415,22,30,12
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE. I-VIII SĂCUENI",259,"GURA OCNIŢEI",67595,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:22",1531,1526,1,4,0,875,870,1,4,0,860,15,1680,805,371,216,235,38
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-VIII URZICEANCA",174,CIOCĂNEŞTI,101840,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:27",1144,1130,0,10,4,870,856,0,10,4,850,20,1250,380,625,21,189,15
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-VIII VIZUREȘTI",175,CIOCĂNEŞTI,101840,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:18:03",905,900,1,4,0,583,578,1,4,0,567,16,990,407,419,6,132,10
16,DÂMBOVIŢA,"ŞCOALA CUCUTENI",310,MOŢĂIENI,65645,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:43",333,317,1,0,15,224,208,1,0,15,219,4,360,137,65,145,6,3
16,DÂMBOVIŢA,"ȘCOALA DĂRMĂNEȘTI",225,DĂRMĂNEŞTI,67256,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:46:46",1336,1330,0,0,6,760,754,0,0,6,738,22,1470,710,172,354,101,111
16,DÂMBOVIŢA,"ȘCOALA DRAGODANA",233,DRAGODANA,67327,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:35",1309,1278,0,18,13,755,724,0,18,13,725,30,1410,655,445,149,100,31
16,DÂMBOVIŢA,"ŞCOALA FRASIN DEAL",177,COBIA,66580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:43",551,530,0,7,14,376,355,0,7,14,362,14,580,204,282,41,30,9
16,DÂMBOVIŢA,"ṢCOALA GENERALĂ",157,BUCIUMENI,66438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:56",1100,1084,0,3,13,512,496,0,3,13,496,16,1210,698,313,98,58,27
16,DÂMBOVIŢA,"ŞCOALA GENERALĂ BĂDULEŞTI",217,CRÂNGURILE,67167,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:41",1137,1136,0,1,0,755,754,0,1,0,730,25,1250,495,463,194,53,20
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ BĂNEȘTI",369,SĂLCIOARA,68789,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:33",341,335,0,6,0,228,222,0,6,0,220,7,370,143,114,81,20,5
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ COLACU",118,"ORAŞ RĂCARI",68627,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:48",725,648,1,23,53,512,436,0,23,53,492,20,780,268,79,362,42,9
16,DÂMBOVIŢA,"ŞCOALA GENERALĂ CREVEDIA",220,CREVEDIA,102286,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:38",1307,1273,4,23,7,932,902,0,23,7,884,48,1400,468,493,220,82,89
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ CU CLASELE I-IV MICLOȘANII MICI",289,"MALU CU FLORI",67942,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:54",702,685,0,4,13,458,441,0,4,13,448,10,750,292,359,46,28,15
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ CUZA-VODĂ",370,SĂLCIOARA,68789,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:41",312,305,0,7,0,193,186,0,7,0,185,8,340,147,81,71,26,7
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ GHERGANI",119,"ORAŞ RĂCARI",68627,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:03:52",629,553,0,16,60,402,326,0,16,60,381,21,620,218,80,250,40,11
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ GHINEȘTI SALA1",371,SĂLCIOARA,68789,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:54:08",986,981,0,5,0,602,597,0,5,0,589,13,1080,478,266,151,150,22
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ HĂBENI",161,BUCŞANI,66474,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:26:55",1109,1093,1,8,7,668,653,0,8,7,649,19,1210,542,312,275,49,13
16,DÂMBOVIŢA,"SCOALA GENERALA I-IV COMISANI(STR.HELESTEULUI NR.2)",187,COMIŞANI,66731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:45:32",1399,1387,1,0,11,836,825,0,0,11,809,27,1530,694,533,103,83,90
16,DÂMBOVIŢA,"ŞCOALA GENERALĂ MĂTĂSARU",294,MĂTĂSARU,68048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:52:21",767,759,0,7,1,469,461,0,7,1,462,7,847,378,249,168,39,6
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ MIRCEA-VODĂ SALA 1",372,SĂLCIOARA,68789,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:16",899,894,0,5,0,522,517,0,5,0,502,20,980,458,207,198,76,21
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ MOGOȘANI",298,MOGOŞANI,68128,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:42:35",1389,1334,0,33,22,1042,987,0,33,22,1018,24,1470,428,450,456,64,48
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ NR.2 PUCIOASA",103,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:18",1244,1224,6,4,10,616,600,2,4,10,594,22,1360,744,337,182,30,45
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ PODU-RIZII",373,SĂLCIOARA,68789,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:03",565,561,0,4,0,420,416,0,4,0,406,14,620,200,212,147,35,12
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ RACOVIȚA",162,BUCŞANI,66474,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:18",1051,1041,2,3,5,600,592,0,3,5,587,13,1150,550,326,202,42,17
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ RĂȚOAIA",163,BUCŞANI,66474,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:38",391,381,1,7,2,266,257,0,7,2,257,9,420,154,141,98,15,3
16,DÂMBOVIŢA,"SCOALA GENERALA VALENI DIMBOVITA, PARTER SALA A DOUA",411,VĂLENI-DÂMBOVIŢA,69303,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:35",883,865,0,6,12,612,594,0,6,12,597,15,950,338,438,104,36,19
16,DÂMBOVIŢA,"SCOALA GENERALA VALENI DIMBOVITA, PARTER SALA PATRU",412,VĂLENI-DÂMBOVIŢA,69303,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:48",941,920,1,3,17,642,622,0,3,17,634,8,1010,368,451,137,30,16
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ BÂLDANA - TĂRTĂŞEŞTI,",386,TĂRTĂŞEŞTI,105534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:12",1397,1387,3,7,0,796,788,1,7,0,741,55,1520,724,406,74,179,82
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ BRĂNEŞTI",151,BRĂNEŞTI,66009,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:03",1411,1405,0,5,1,714,708,0,5,1,703,11,1556,842,393,215,63,32
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ BREZOAELE",153,BREZOAELE,101341,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:35",1100,1051,2,27,20,853,806,0,27,20,839,13,1156,304,489,283,44,23
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ BREZOAIA",155,BREZOAELE,101341,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:14",1007,980,0,10,17,814,787,0,10,17,784,20,1077,273,469,265,39,11
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ BREZOAIA",154,BREZOAELE,101341,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:51",799,779,0,11,9,644,624,0,11,9,620,24,857,213,348,220,37,15
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ BUNGETU",410,VĂCĂREŞTI,69250,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:04",1128,1125,0,3,0,689,686,0,3,0,667,22,1240,551,163,438,41,25
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ BUTIMANU",164,BUTIMANU,101564,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:05:20",1498,1391,1,90,16,1172,1065,1,90,16,1150,22,1550,378,943,96,92,19
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ BUTOIU DE JOS",265,HULUBEŞTI,67675,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:46",780,776,0,4,0,417,413,0,4,0,406,11,850,431,141,223,30,12
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ CĂTUNU",208,CORNEŞTI,67014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:58",681,648,0,30,3,438,405,0,30,3,425,13,720,282,191,75,27,132
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ” CAZACI ”",317,NUCET,68280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:59",1180,1171,0,3,6,635,626,0,3,6,620,15,1300,665,464,65,66,25
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ COJASCA",180,COJASCA,66697,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:29",973,925,1,20,27,675,629,0,20,26,626,49,1040,365,245,302,63,16
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ COJASCA",181,COJASCA,66697,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:02",785,760,0,18,7,599,574,0,18,7,566,33,830,231,83,440,36,7
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALÃ ”CONSTANTIN SECÃREANU” RUNCU",366,RUNCU,68716,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:01",1035,1024,0,3,8,510,499,0,3,8,499,11,1130,620,255,195,32,17
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ CORBII MARI",194,"CORBII MARI",66857,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:30:46",1411,1398,3,10,0,912,902,0,10,0,890,22,1550,638,737,75,52,26
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”CORESI”",39,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:14",1061,1053,0,8,0,482,474,0,8,0,468,14,1170,688,287,82,33,66
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ CORNEŞTI",206,CORNEŞTI,67014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:17:26",1345,1306,3,24,12,867,831,0,24,12,833,34,1440,573,373,61,86,313
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ CROVU",324,ODOBEŞTI,68342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:16",1107,1102,0,4,1,798,793,0,4,1,745,53,1213,415,477,220,31,17
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII GURA BĂRBULEȚULUI",141,BĂRBULEŢU,66223,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:51:13",469,467,0,2,0,248,246,0,2,0,243,5,510,262,202,13,23,5
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ DĂRMĂNEȘTI",226,DĂRMĂNEŞTI,67256,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:04:44",1554,1536,6,2,10,888,876,0,2,10,857,31,1700,812,199,432,112,114
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DÂRZA",223,CREVEDIA,102286,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:24",1576,1515,3,51,7,1037,978,1,51,7,992,45,1670,633,334,332,108,218
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DECINDENI –DRAGOMIREŞTI",239,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:42",1033,1027,1,5,0,649,643,1,5,0,624,25,1129,480,477,36,82,29
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DECINDENI-DRAGOMIREŞTI",240,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:04",1058,1056,0,2,0,638,636,0,2,0,619,19,1160,522,480,38,77,24
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”DONICI ELENA CANTACUZINO” PUCIOASA",107,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:29",1248,1235,0,7,6,559,546,0,7,6,541,18,1370,811,345,120,40,36
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”DORA DALLES” BUCȘANI",160,BUCŞANI,66474,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:45",1411,1393,1,3,14,890,873,0,3,14,860,30,1550,660,370,349,121,20
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”DORA DALLES” BUCȘANI",159,BUCŞANI,66474,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:55:18",1469,1445,0,6,18,909,885,0,6,18,871,38,1600,691,454,294,105,18
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DRĂGĂEŞTI-PĂMÂNTENI",291,MĂNEŞTI,68002,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:02",1930,1924,0,6,0,1113,1107,0,6,0,1060,47,2120,1007,760,155,126,19
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DRĂGĂEŞTI-UNGURENI",292,MĂNEŞTI,68002,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:01",1096,1090,1,5,0,659,654,0,5,0,644,15,1200,541,437,91,76,40
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DRAGOMIREŞTI",238,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:37",1796,1787,5,4,0,951,947,0,4,0,920,31,1970,1019,609,127,135,49
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ FIERBINȚI",377,ŞELARU,68887,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:23",1173,1158,0,15,0,829,814,0,15,0,806,23,1270,441,633,93,66,14
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ FINTA",246,FINTA,67470,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:35",1000,974,0,14,12,666,640,0,14,12,658,8,1070,404,208,328,49,73
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ FÎNTÎNELE",183,COJASCA,66697,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:37",994,986,0,6,2,395,387,0,6,2,371,24,1102,707,312,50,8,1
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ FÎNTÎNELE",182,COJASCA,66697,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:36",1100,1085,1,14,0,530,516,0,14,0,497,33,1200,670,467,20,10,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ FRASINU",210,CORNEŞTI,67014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:30",486,465,2,19,0,272,253,0,19,0,251,21,520,248,101,20,22,108
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GHEBOAIA",249,FINTA,67470,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:36",774,768,0,3,3,475,469,0,3,3,447,28,850,375,94,153,45,155
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GHEBOAIA",248,FINTA,67470,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:59",865,855,0,6,4,592,582,0,6,4,574,18,940,348,154,199,40,181
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GORGOTA",361,RĂZVAD,65431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:23",1056,1047,0,9,0,584,575,0,9,0,578,6,1150,566,509,24,28,17
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GRECI",330,PETREŞTI,65752,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:35:18",1206,1188,1,4,13,771,754,0,4,13,740,31,1330,559,233,399,86,22
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”GRIGORE ALEXANDRESCU”",55,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:22",1306,1299,0,6,1,487,480,0,6,1,465,22,1450,963,328,55,52,30
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”GRIGORE ALEXANDRESCU”",57,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:10",748,738,1,7,2,323,314,0,7,2,316,7,830,507,211,41,32,32
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”GRIGORE ALEXANDRESCU”",56,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:19",1223,1212,1,10,0,480,470,0,10,0,468,12,1340,860,331,53,48,36
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”GRIGORE ALEXANDRESCU”",58,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:49",721,717,0,4,0,294,290,0,4,0,279,15,790,496,206,33,24,16
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”GRIGORE RĂDULESCU” BEZDEAD",142,BEZDEAD,66330,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:36",1433,1411,0,2,20,785,763,0,2,20,766,19,1580,795,180,547,24,15
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ GROZĂVEŞTI I",196,"CORBII MARI",66857,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:18:52",642,640,0,2,0,320,318,0,2,0,309,11,710,390,274,11,18,6
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ GURA FOII",253,"GURA FOII",65707,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:05",1213,1169,2,18,24,916,872,2,18,24,885,29,1280,366,502,309,48,26
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GURA VULCANEI",434,VULCANA-PANDELE,179640,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:22",812,807,0,5,0,415,410,0,5,0,406,9,890,475,262,59,61,24
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GURA VULCANEI",433,VULCANA-PANDELE,179640,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:44:38",908,893,2,5,8,482,468,1,5,8,472,10,980,498,325,83,27,37
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”IANCU VĂCĂRESCU” - VĂCĂREȘTI",408,VĂCĂREŞTI,69250,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:20",1128,1124,0,4,0,593,589,0,4,0,570,23,1240,647,278,212,50,30
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”IANCU VĂCĂRESCU” - VĂCĂREȘTI",407,VĂCĂREŞTI,69250,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:49",1400,1397,0,3,0,787,784,0,3,0,765,20,1530,745,389,266,64,46
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ IEDERA DE JOS",268,IEDERA,65869,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:16:26",1206,1197,0,7,2,673,664,0,7,2,626,47,1320,647,235,224,111,56
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”IOAN ALEXANDRU BRĂTESCU-VOINEȘTI”",37,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:12:41",843,836,0,7,0,251,244,0,7,0,229,22,930,679,146,27,41,15
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”IOAN ALEXANDRU BRĂTESCU-VOINEȘTI”",35,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:38",1038,1030,4,4,0,443,439,0,4,0,426,17,1140,697,268,69,43,46
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”IOAN ALEXANDRU BRĂTESCU-VOINEȘTI”",36,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:50",833,824,3,6,0,377,371,0,6,0,364,13,910,533,203,62,39,60
16,DÂMBOVIŢA,"SCOALA GIMNAZIALA ION CONSTANTINESCU VIISOARA",399,ULMI,65501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:12",1174,1167,0,7,0,703,696,0,7,0,685,18,1290,587,544,54,64,23
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ ION HARALMBIE VALEA LUNGĂ GORGOTA",402,"VALEA LUNGĂ",69063,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:12",996,994,0,2,0,503,501,0,2,0,486,17,1100,597,330,46,88,22
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ JUGURENI",395,ULIEŞTI,68976,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:06:18",1229,1210,0,16,3,908,889,0,16,3,881,27,1340,432,376,438,51,16
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ LUCIANCA",165,BUTIMANU,101564,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:22",425,408,0,15,2,331,314,0,15,2,320,11,450,119,266,17,31,6
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ MALU CU FLORI, NR. 139BIS",288,"MALU CU FLORI",67942,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:43",1140,1119,1,2,18,742,722,0,2,18,721,21,1230,488,505,87,56,73
