precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROGOVEANU JEAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ROGOVEANU ILEANA-CODRUŢA-PARTIDUL NAȚIONAL LIBERAL-voturi","HANEŞ GHEORGHE-PARTIDUL S.O.S. ROMÂNIA-voturi"
27,MEHEDINŢI,"GRĂDINIȚA BALTA VERDE ISJ",179,GOGOŞU,111863,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:51:50",1043,985,3,23,32,468,413,0,23,32,441,27,1123,645,329,108,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ BURILA MICĂ",180,GOGOŞU,111863,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:35:38",850,781,0,43,26,401,332,0,43,26,390,11,856,455,235,155,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ CLASELE I-VIII GOGOȘU",178,GOGOŞU,111863,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:48:41",937,845,0,50,42,596,511,0,50,35,572,24,977,381,378,190,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ OSTROVU MARE",181,GOGOŞU,111863,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:59:10",687,584,3,77,23,395,296,0,76,23,372,23,641,246,295,73,4
