precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VLĂŞCEANU ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SIMION MIREL-DĂNUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHU CORNEL-PARTIDUL SOCIAL DEMOCRAT-voturi","TUDORACHE MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"CĂMIN CULTURAL",102,BALACIU,92907,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:20:13",429,369,0,12,48,255,195,0,12,48,245,0,400,155,13,78,116,38
23,IALOMIŢA,"CONTAINER MODULAR(TEREN FOSTA GRĂDINIŢĂ COPUZU)",104,BALACIU,92907,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:10:17",224,222,0,2,0,124,122,0,2,0,117,7,250,126,27,33,35,22
23,IALOMIŢA,"SALĂ FESTIVITĂŢI",105,BALACIU,92907,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:12:23",228,227,0,1,0,125,124,0,1,0,114,11,254,129,12,34,59,9
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ARHIMANDRIT TEOFIL” BALACIU",103,BALACIU,92907,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:25:09",314,311,0,3,0,209,206,0,3,0,200,9,350,141,3,49,83,65
