precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GUSTEA DANIEL-COSMIN-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","GUSTEA TITU-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","BĂLOI CONSTANTIN-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
27,MEHEDINŢI,"CENTRUL DE ZI TÂMNA",275,TÂMNA,113732,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 18:20:18",539,470,0,56,13,398,334,0,51,13,381,17,533,135,8,33,130,174,3,10,1,10,12
27,MEHEDINŢI,"PRIMĂRIA TÎMNA",274,TÂMNA,113732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:57",1035,991,0,34,10,401,357,0,34,10,383,18,1136,735,39,2,167,150,3,9,1,3,9
27,MEHEDINŢI,"ŞCOALA CREMENEA",276,TÂMNA,113732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:16:42",154,136,0,18,0,98,80,0,18,0,93,5,149,51,1,4,48,31,0,3,0,1,5
27,MEHEDINŢI,"SCOALA CU CLASELE I-VIII",277,TÂMNA,113732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:57:47",277,242,0,26,9,209,174,0,26,9,195,14,265,56,1,5,39,138,7,0,1,1,3
27,MEHEDINŢI,"ŞCOALA GENERALĂ PLOPI",278,TÂMNA,113732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:04",523,489,0,28,6,316,282,0,28,6,276,40,541,225,3,0,65,119,23,11,26,3,26
