precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
4,BACĂU,"ŞCOALA CU CLASELE I-IV COTENI",292,BUHOCI,21668,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:56:39",630,621,0,4,5,326,317,0,4,5,306,20,700,374,96,21,87,65,14,15,8
4,BACĂU,"SCOALA CU CLASELE I-VIII BIJGHIR",291,BUHOCI,21668,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:13:12",996,989,0,4,3,378,371,0,4,3,347,31,1100,722,29,152,48,46,34,2,36
4,BACĂU,"SCOALA CU CLASELE I-VIII BIJGHIR",290,BUHOCI,21668,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:21:58",1122,1109,0,12,1,501,488,0,12,1,461,40,1200,699,35,176,59,78,39,1,73
4,BACĂU,"ŞCOALA GIMNAZIALA ”CONSTANTIN POPOVICI” BUHOCI(GRADINITA CU PROGRAM NORMAL BUHOCI)",289,BUHOCI,21668,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:47:01",1465,1437,1,21,6,728,701,0,21,6,699,29,1500,744,274,37,193,148,18,10,19
