precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STREZARIU NISTOR-PARTIDUL NAȚIONAL LIBERAL-voturi","NOVĂCESCU NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","BALACI GHEORGHE-PETRU-FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BOGÂLTIN",222,CORNEREVA,52160,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:12:35",304,286,0,9,9,185,167,0,9,9,182,3,320,135,3,156,23
11,CARAŞ-SEVERIN,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",221,CORNEREVA,52160,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:14",387,354,0,13,20,252,219,0,13,20,247,5,421,169,12,183,52
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ CL. I-IV INELEȚ",226,CORNEREVA,52160,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:33:57",66,62,0,4,0,40,36,0,4,0,40,0,77,37,1,35,4
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ GRUNI",225,CORNEREVA,52160,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:07:06",838,801,0,6,31,533,496,0,6,31,523,10,891,358,14,470,39
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DOBRAIA",223,CORNEREVA,52160,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:31:36",74,66,0,7,1,49,41,0,7,1,47,2,73,24,2,45,0
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DOLINA",224,CORNEREVA,52160,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:03",670,640,0,12,18,485,455,0,12,18,473,12,703,218,24,434,15
