precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","VAMOŞ SORIN-VIRGIL-voturi"
13,CLUJ,"LICEUL TEORETIC ”LUCIAN BLAGA”",111,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:41:39",1549,1528,6,14,1,754,739,0,14,1,733,21,1686,932,73,54,153,193,20,9,145,59,3,24
13,CLUJ,"LICEUL TEORETIC ”LUCIAN BLAGA”",112,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:00:53",1263,1251,5,7,0,570,563,0,7,0,559,11,1387,817,63,50,94,171,11,7,89,56,3,15
13,CLUJ,"LICEUL TEORETIC ”LUCIAN BLAGA”",114,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:01:54",1385,1366,7,12,0,631,618,1,12,0,594,19,1512,899,69,45,87,186,15,8,105,54,3,22
13,CLUJ,"LICEUL TEORETIC ”N. BALCESCU”,",142,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:10:49",1431,1305,98,17,11,607,579,0,17,11,592,14,1537,927,62,40,138,150,17,4,116,51,3,11
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",36,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:11:32",1798,1768,19,11,0,954,943,0,11,0,937,16,1964,1011,103,70,183,230,13,11,224,81,4,18
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",37,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:47:43",1455,1443,6,6,0,669,663,0,6,0,641,22,1597,928,69,64,100,202,20,7,105,52,6,16
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",38,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:39:12",1240,1229,0,9,2,637,626,0,9,2,614,23,1366,729,45,31,118,203,6,5,114,73,3,16
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",40,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:25:05",1208,1197,4,6,1,593,586,0,6,1,584,9,1342,749,75,38,96,150,10,8,123,56,6,22
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",39,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:10:16",1562,1534,16,12,0,790,778,0,12,0,778,11,1734,945,95,63,120,243,12,9,142,65,1,28
13,CLUJ,"LICEUL TEORETIC UNITARIAN” JANOS ZSIGMOND”",143,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:27:32",1242,1156,67,15,4,523,504,0,15,4,517,6,1363,838,56,47,130,132,10,2,82,44,5,9
13,CLUJ,"LICEUL TEORETIC ”VICTOR BABEŞ” (FOSTA SCOALA ”DAVID PRODAN”),",139,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:02:08",1776,1762,6,8,0,794,786,0,8,0,773,21,1971,1177,76,59,209,221,16,8,103,50,11,20
13,CLUJ,"LICEUL WALDORF",65,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:38:05",1613,1564,33,16,0,926,910,0,16,0,919,7,1756,830,53,75,65,298,10,6,266,126,1,19
13,CLUJ,"”PALATUL COPIILOR ”",64,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:48:52",1508,1272,214,7,15,605,582,1,7,15,586,7,1616,1011,57,56,135,141,12,4,102,57,6,16
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",148,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:03:47",1655,1636,2,16,1,717,700,0,16,1,705,12,1807,1090,73,72,105,249,31,5,92,48,7,23
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",144,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:37:11",1650,1637,3,10,0,803,793,0,10,0,782,21,1798,995,124,74,99,255,26,5,125,50,5,19
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",145,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:26:30",1600,1579,8,11,2,733,722,0,9,2,722,11,1747,1014,75,73,59,266,13,2,142,68,5,19
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",149,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:41",1770,1746,7,17,0,688,670,1,17,0,665,23,1936,1248,65,72,84,261,27,9,84,39,6,18
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",147,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:23:03",1573,1567,6,0,0,720,720,0,0,0,702,18,1749,1029,99,74,78,276,17,8,90,34,9,17
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",146,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:10:39",1681,1663,4,14,0,853,839,0,14,0,826,27,1857,1004,92,73,124,308,15,6,124,47,10,27
13,CLUJ,"SALA SPORTURILOR ”HOREA DEMIAN”",32,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:31:22",903,849,45,8,1,404,395,0,8,1,399,5,982,578,31,39,59,112,12,0,91,36,5,14
13,CLUJ,"SALA SPORTURILOR ”HOREA DEMIAN”",34,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:57",1499,1433,54,11,1,715,703,0,11,1,711,4,1651,936,67,68,84,255,8,5,136,58,10,20
13,CLUJ,"SALA SPORTURILOR ”HOREA DEMIAN”",33,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:06:17",1363,1307,41,14,1,562,547,0,14,1,552,10,1493,931,54,59,85,174,17,6,97,39,2,19
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",155,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:18",1152,1141,0,11,0,543,532,0,11,0,529,14,1279,736,72,53,62,182,11,1,84,32,6,26
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",152,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:41",1526,1518,1,7,0,680,673,0,7,0,666,14,1667,987,64,65,67,282,15,3,89,35,9,37
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",153,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:28",1618,1577,4,9,28,852,817,0,8,27,848,4,1786,934,90,105,135,296,17,2,138,41,6,18
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",154,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:14",1435,1418,4,12,1,679,665,1,12,1,655,24,1566,887,54,76,74,231,33,3,100,47,6,31
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",156,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:16",1181,1173,4,4,0,565,561,0,4,0,549,16,1322,757,65,64,78,190,7,2,82,35,4,22
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",105,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:44:11",1824,1783,30,8,3,895,884,0,8,3,884,11,1969,1074,94,64,103,290,21,6,191,84,5,26
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",103,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:51:47",1594,1568,11,13,2,761,746,0,13,2,746,15,1738,977,86,55,138,226,14,7,133,60,7,20
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",102,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:48:08",1950,1914,21,13,2,1044,1029,0,13,2,1026,18,2142,1098,109,76,102,304,19,7,269,105,9,26
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",104,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:26:44",1731,1713,10,8,0,953,945,0,8,0,947,6,1879,926,76,84,106,286,18,2,224,112,9,30
13,CLUJ,"ŞCOALA ”EMIL ISAC”",170,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:24",1482,1469,2,10,1,772,761,0,10,1,751,21,1629,857,70,72,183,219,17,6,107,33,10,34
13,CLUJ,"ŞCOALA ”EMIL ISAC”",171,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:55:19",956,939,7,10,0,437,427,0,10,0,429,8,1048,611,56,44,85,117,19,5,66,28,3,6
13,CLUJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",76,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:15:30",1401,1394,1,6,0,565,558,1,6,0,558,7,1571,1006,69,49,87,180,10,6,88,48,8,13
13,CLUJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",78,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:58:55",1393,1380,3,9,1,634,624,0,9,1,616,18,1533,899,77,52,79,216,14,7,99,47,7,18
13,CLUJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",77,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:01:54",1587,1566,14,7,0,678,671,0,7,0,649,29,1744,1066,76,54,91,212,10,9,120,53,7,17
13,CLUJ,"ŞCOALA ”HOREA”",141,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:19:16",1432,1394,15,15,8,578,554,1,15,8,562,16,1556,978,70,45,91,161,19,7,98,55,3,13
13,CLUJ,"ŞCOALA ”HOREA” (FOSTĂ NR.27)",163,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:36:00",1481,1461,14,6,0,753,747,0,6,0,742,11,1643,890,76,53,181,185,13,6,145,56,7,20
13,CLUJ,"SCOALA INTERNATIONALA ”SPECTRUM”",30,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:12:02",1346,1191,130,14,11,553,528,0,14,11,539,14,1446,893,59,44,60,196,13,5,91,53,7,11
13,CLUJ,"SCOALA INTERNATIONALA ”SPECTRUM”",28,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:41:40",2038,1908,111,19,0,991,971,1,19,0,975,16,2217,1226,83,69,60,337,22,6,255,113,2,28
13,CLUJ,"SCOALA INTERNATIONALA ”SPECTRUM”",31,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:56:00",1141,1108,23,10,0,506,496,0,10,0,496,7,1263,757,68,34,64,143,9,9,100,49,8,12
13,CLUJ,"SCOALA INTERNATIONALA ”SPECTRUM”",29,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:02:08",1616,1378,221,15,2,673,656,0,15,2,656,17,1768,1095,60,49,80,237,20,4,124,57,4,21
13,CLUJ,"SCOALA ”IOAN BOB”",66,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:29:48",1313,1282,1,11,19,635,604,1,11,19,619,16,1546,911,62,53,152,134,11,5,108,72,3,19
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",129,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:16:11",1344,1317,9,18,0,577,559,0,18,0,564,13,1453,876,75,53,77,183,18,0,96,44,5,13
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",128,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:04:55",1285,1273,4,8,0,612,604,0,8,0,601,10,1434,822,101,44,80,213,16,1,94,33,7,12
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",125,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:31",1316,1307,1,8,0,632,624,0,8,0,621,11,1450,818,71,63,103,209,11,1,94,37,6,26
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",124,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:13:59",1184,1168,2,12,2,572,558,0,12,2,541,1,1302,747,78,44,79,184,10,4,81,29,18,14
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",127,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:37",1270,1260,3,7,0,554,547,0,7,0,541,13,1424,870,77,39,95,178,11,5,71,37,14,14
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",130,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:45:33",1664,1636,9,17,2,728,709,0,17,2,696,32,1798,1070,57,59,101,251,12,6,133,56,2,19
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",126,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:00",1522,1513,0,8,1,740,731,0,8,1,725,15,1640,900,83,65,103,238,17,4,127,63,7,18
13,CLUJ,"ŞCOALA ”ION CREANGĂ” ,",5,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:46",1000,989,2,9,0,467,458,0,9,0,456,11,1097,630,61,22,61,170,11,6,81,23,7,14
13,CLUJ,"ŞCOALA ”ION CREANGĂ” ,",7,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:47:29",1170,1159,6,5,0,531,526,0,5,0,520,11,1300,769,75,55,60,178,12,4,82,36,6,12
13,CLUJ,"ŞCOALA ”ION CREANGĂ” ,",6,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:10",1441,1426,2,12,1,661,648,0,12,1,650,11,1577,916,128,51,100,224,7,6,81,31,6,16
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",16,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:26:32",1742,1739,0,3,0,885,882,0,3,0,878,7,1934,1049,66,77,74,301,11,1,218,106,7,17
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",14,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:37:30",1776,1767,4,5,0,813,808,0,5,0,793,20,1946,1133,125,74,95,278,20,7,114,50,5,25
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",13,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:52",1454,1440,6,7,1,627,619,0,7,1,616,11,1633,1006,63,69,85,211,8,4,105,51,6,14
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",15,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:38:20",1293,1276,7,10,0,566,556,0,10,0,554,12,1420,854,68,54,65,170,16,3,116,38,6,18
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",12,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:55:16",862,858,0,4,0,354,350,0,4,0,350,4,948,594,65,24,45,106,7,4,55,30,7,7
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",11,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:26:29",833,825,3,5,0,313,308,0,5,0,306,7,917,604,51,17,41,111,4,1,48,20,5,8
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",17,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:15:26",1741,1710,14,17,0,883,864,2,17,0,868,15,1925,1042,65,63,81,258,23,11,242,97,8,20
13,CLUJ,"ŞCOALA ”LIVIU REBREANU”",81,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:23",1447,1435,0,12,0,603,591,0,12,0,591,12,1474,871,84,50,69,236,18,3,88,25,5,13
13,CLUJ,"ŞCOALA ”LIVIU REBREANU”",80,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:25:27",1468,1460,1,7,0,668,661,0,7,0,656,12,1630,962,85,67,87,231,15,10,78,47,14,22
13,CLUJ,"ŞCOALA ”LIVIU REBREANU”",79,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:04",1466,1453,6,7,0,648,641,0,7,0,628,20,1630,982,95,36,97,224,8,7,100,41,5,15
13,CLUJ,"ŞCOALA ” LIVIU REBREANU” ( FOSTA CONSTANTIN BRÂNCOVEANU), ALEEA RETEZAT NR.4",84,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:46",1080,1065,5,10,0,508,497,1,10,0,485,23,1198,690,63,44,49,196,17,3,63,25,6,19
13,CLUJ,"ŞCOALA ” LIVIU REBREANU” ( FOSTA CONSTANTIN BRÂNCOVEANU), ALEEA RETEZAT NR.4",86,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:03",858,854,1,3,0,384,381,0,3,0,370,14,955,571,31,50,35,141,10,7,48,21,10,17
13,CLUJ,"ŞCOALA ” LIVIU REBREANU” ( FOSTA CONSTANTIN BRÂNCOVEANU), ALEEA RETEZAT NR.4",85,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:33:28",1255,1245,1,9,0,586,577,0,9,0,575,11,1407,821,75,48,87,195,14,8,92,34,2,20
13,CLUJ,"ŞCOALA ” LIVIU REBREANU”( FOSTA CONSTANTIN BRÂNCOVEANU),ALEEA RETEZAT NR.4",83,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:04:39",1387,1375,1,11,0,616,604,1,11,0,593,22,1550,935,72,68,49,238,18,1,90,35,10,12
13,CLUJ,"ŞCOALA ”NICOLAE IORGA”",173,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:07:49",1971,1960,0,9,2,891,880,0,9,2,861,30,2155,1264,104,133,91,292,26,8,106,60,9,32
13,CLUJ,"ŞCOALA ”NICOLAE IORGA”",175,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:59:29",1898,1874,13,10,1,873,862,0,10,1,860,13,2105,52,68,71,78,317,25,4,177,86,9,25
13,CLUJ,"ŞCOALA ”NICOLAE IORGA”",172,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:55",1957,1937,11,7,2,814,805,0,7,2,794,20,2132,1318,98,68,165,249,16,4,123,48,5,18
13,CLUJ,"ŞCOALA ”NICOLAE IORGA”",174,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:42:02",1871,1868,0,2,1,882,879,0,2,1,866,15,2092,1211,64,97,228,258,18,2,122,49,8,20
13,CLUJ,"ŞCOALA ” N.TITULESCU”",116,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:24:15",1607,1575,6,26,0,752,725,1,26,0,716,20,1738,1002,94,55,126,200,16,8,126,55,7,29
13,CLUJ,"ŞCOALA ” N.TITULESCU”",115,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:48:01",1806,1773,13,16,4,871,851,0,16,4,845,26,1983,1112,103,76,92,260,23,5,187,70,7,22
13,CLUJ,"ŞCOALA ”OCTAVIAN GOGA”",96,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:21:14",1353,1341,2,10,0,564,554,0,10,0,545,19,1474,910,60,60,64,216,10,1,76,28,11,19
13,CLUJ,"ŞCOALA ”OCTAVIAN GOGA”",95,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:22:40",1411,1398,0,11,2,625,612,0,11,2,611,14,1587,962,69,64,103,192,12,9,95,42,6,19
13,CLUJ,"ŞCOALA ”OCTAVIAN GOGA”",97,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:08",1556,1520,23,13,0,625,611,1,13,0,604,21,1691,1066,76,51,48,245,15,5,96,37,3,28
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",181,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:11:36",1618,1613,1,4,0,738,734,0,4,0,714,18,1813,1081,102,104,56,260,28,3,104,36,2,19
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",182,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:19:43",1926,1907,5,6,8,892,878,0,6,8,887,5,2104,1212,80,107,83,348,38,10,141,41,7,32
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",184,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:57:35",1771,1749,9,2,11,781,768,0,2,11,757,24,1951,1170,78,105,122,226,31,6,105,50,10,24
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",183,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:46",1819,1795,7,17,0,869,852,0,17,0,849,20,2108,1239,95,107,109,296,22,12,135,36,10,27
13,CLUJ,"UNIVERSITATEA ”BABES-BOLYAI” - FACULTATEA DE ŞTIINŢE ECONOMICE ŞI GESTIUNEA AFACERILOR,",122,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 10:41:59",1809,1771,18,20,0,780,760,0,20,0,769,11,1996,1216,106,86,75,255,14,2,142,68,7,14
13,CLUJ,"UNIVERSITATEA ”BABES-BOLYAI” - FACULTATEA DE ŞTIINŢE ECONOMICE ŞI GESTIUNEA AFACERILOR,",123,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:14:24",1812,1791,6,13,2,793,778,0,13,2,780,13,2006,1213,96,62,106,242,18,5,150,66,9,26
