precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STRÎMBU FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUMITRAŞ CORNEL-PARTIDUL SOCIAL DEMOCRAT-voturi","COZMA VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"CASA DE CULTURĂ",512,PERIAM,158109,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:11:41",1074,1041,0,7,26,359,326,0,7,26,333,26,1137,778,45,260,28
37,TIMIŞ,"LICEUL TEORETIC PERIAM",510,PERIAM,158109,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:15",1487,1472,3,1,11,624,612,0,1,11,581,43,1600,976,40,489,52
37,TIMIŞ,"LICEUL TEORETIC PERIAM",511,PERIAM,158109,3,PART,PRCNCT,P,P_SV,"2024-06-18 10:50:47",1576,1553,3,5,15,780,760,0,5,15,736,44,1568,788,54,565,117
