precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BACHIŞ BENIAMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BODIU MIRCEA-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BALAJAN GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","BUHAI ALEXANDRU-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","MARTIŢA PAUL-VIOREL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CEPARI",130,DUMITRA,33202,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:56:30",960,939,1,6,14,565,545,0,6,14,555,10,1015,450,272,40,170,12,61
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",128,DUMITRA,33202,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:47",1128,1098,5,7,18,663,638,0,7,18,644,19,1195,532,102,64,268,18,192
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",129,DUMITRA,33202,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:20",1475,1465,1,4,5,892,883,0,4,5,872,20,1600,708,231,105,299,33,204
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ TĂRPIU",131,DUMITRA,33202,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:54:46",795,782,0,6,7,378,365,0,6,7,365,13,807,429,104,13,201,21,26
