precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL VATRA ROMÂNEASCĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CANCELARE IOAN-voturi"
22,HUNEDOARA,"CĂMIN CULTURAL MUNCELU MARE",514,VEŢEL,91982,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:55:14",59,51,0,8,0,38,30,0,8,0,38,0,63,25,7,22,9,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL LEȘNIC",512,VEŢEL,91982,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:55:33",288,272,0,7,9,288,272,0,7,9,284,4,500,212,76,89,115,2,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL MINTIA",513,VEŢEL,91982,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:12",923,908,7,6,2,529,518,3,6,2,519,10,1000,471,67,252,165,19,11,5
22,HUNEDOARA,"CĂMINUL CULTURAL VEŢEL",511,VEŢEL,91982,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:10:04",924,903,4,9,8,537,520,0,9,8,533,4,1000,463,114,154,175,47,13,30
22,HUNEDOARA,"ŞCOALA PRIMARĂ MUNCELU MIC",515,VEŢEL,91982,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:14:39",96,88,0,8,0,65,57,0,8,0,62,3,100,35,8,23,27,0,3,1
