precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHEORGHIU GHEORGHE-UNIUNEA SALVAȚI ROMÂNIA-voturi","PACHIŢAC DUMITRU-CĂTĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","AGAVRILOAIE GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","COCOVEICĂ MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","DORNEANU ANA-FORȚA DREPTEI-voturi"
24,IAŞI,"CASA DE PRAZNUIRE PAROHIA BANU",445,DUMEŞTI,96940,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:45:10",327,322,0,5,0,190,185,0,5,0,183,7,400,210,13,45,58,57,10
24,IAŞI,"GRADINITA CU PROGRAM NORMAL CHILISOAIA",446,DUMEŞTI,96940,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:56:42",176,167,0,9,0,106,97,0,9,0,105,1,200,94,3,5,90,5,2
24,IAŞI,"LICEUL TEHNOLOGIC DUMESTI",444,DUMEŞTI,96940,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:58:55",1324,1307,2,10,5,716,701,0,10,5,683,33,1400,684,158,26,258,216,25
24,IAŞI,"SCOALA GIMNAZIALA PAUSESTI",448,DUMEŞTI,96940,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:43",1429,1425,0,4,0,756,752,0,4,0,705,51,1550,794,136,78,353,125,13
24,IAŞI,"SCOALA PRIMARA HOISESTI",447,DUMEŞTI,96940,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:46",622,618,0,4,0,338,334,0,4,0,318,20,700,362,13,124,118,61,2
