precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOCĂNEL NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOCARU MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","OCHIUZ RĂZVAN-VALENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 POPEȘTI",253,POPEŞTI,178901,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:57",904,897,0,5,2,524,517,0,5,2,499,25,994,470,224,106,169
41,VRANCEA,"SCOALA GIMNAZIALA PROFESOR DOCTOR GENERAL GHEORGHE V. ZAHARIA",252,POPEŞTI,178901,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:59",1107,1093,0,8,6,641,627,0,8,6,621,20,1214,573,260,225,136
41,VRANCEA,"SCOALA PRIMARA TERCHESTI",254,POPEŞTI,178901,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:57:15",448,438,0,6,4,251,241,0,6,4,247,4,494,243,79,137,31
