precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"AVRAM COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi","GHEORGHIŢĂ AUREL-FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","URECHE MARIUS-COSMIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
17,DOLJ,"PRIMĂRIA PODARI",446,PODARI,70110,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:25:57",1353,1335,1,5,12,737,720,0,5,12,716,21,1422,685,59,632,25
17,DOLJ,"ŞCOALA GENERALĂ BALTA VERDE",448,PODARI,70110,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:01",449,447,0,2,0,239,237,0,2,0,237,2,500,261,20,185,32
17,DOLJ,"ŞCOALA GENERALĂ BRANIŞTE",449,PODARI,70110,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:41:53",799,792,0,6,1,415,408,0,6,1,392,23,900,485,23,343,26
17,DOLJ,"ŞCOALA GENERALĂ GURA VĂII",450,PODARI,70110,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:39:43",373,367,0,3,3,221,215,0,3,3,217,4,500,279,9,200,8
17,DOLJ,"ŞCOALA GENERALĂ LIVEZI",451,PODARI,70110,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:31:31",742,740,1,1,0,376,375,0,1,0,360,16,800,424,20,321,19
17,DOLJ,"ŞCOALA GENERALĂ PODARI",447,PODARI,70110,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:34",1987,1972,1,4,10,977,963,0,4,10,931,46,2100,1123,30,851,50
