precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL FELDIOARA",342,FELDIOARA,40955,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:24",1740,1733,0,5,2,822,815,0,5,2,796,26,1842,1020,578,126,76,16
8,BRAŞOV,"CĂMINUL CULTURAL RECONSTRUCŢIA",345,FELDIOARA,40955,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:03:13",611,601,0,8,2,361,351,0,8,2,334,17,700,349,211,85,31,7
8,BRAŞOV,"CĂMINUL CULTURAL ROTBAV",346,FELDIOARA,40955,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:15",1134,1119,3,6,6,653,641,0,6,6,614,39,1300,647,419,65,120,10
8,BRAŞOV,"LICEUL TEORETIC PETRU RAREȘ FELDIOARA",343,FELDIOARA,40955,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:30",1369,1358,0,8,3,836,825,0,8,3,795,41,1500,664,555,179,45,16
8,BRAŞOV,"LICEUL TEORETIC PETRU RAREȘ FELDIOARA",344,FELDIOARA,40955,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:26",1214,1208,0,2,4,662,656,0,2,4,545,117,1300,638,380,91,63,11
