precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”ALBATROS” EFORIE SUD",289,"ORAŞ EFORIE",60455,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:33:32",982,962,14,6,0,501,495,0,6,0,471,24,1060,559,85,95,226,31,34
14,CONSTANŢA,"HOTEL ”TRAIAN” EFORIE NORD",290,"ORAŞ EFORIE",60455,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:46:57",1296,1286,4,3,3,603,597,0,3,3,569,34,1421,818,78,62,365,23,41
14,CONSTANŢA,"LICEUL TEORETIC CARMEN SILVA EFORIE",287,"ORAŞ EFORIE",60455,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:54:05",1407,1384,15,1,7,770,762,0,1,7,733,36,1600,830,155,109,351,47,71
14,CONSTANŢA,"SALA DE SPORT EFORIE NORD",291,"ORAŞ EFORIE",60455,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:05:17",1495,1474,9,12,0,751,739,0,12,0,721,30,1618,867,110,87,395,60,69
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR.1 EFORIE NORD",292,"ORAŞ EFORIE",60455,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:10:42",1597,1584,0,5,8,826,813,0,5,8,799,27,1744,918,124,75,486,48,66
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR.1 EFORIE NORD",293,"ORAŞ EFORIE",60455,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:32:14",844,834,0,8,2,388,378,0,8,2,372,16,920,532,44,46,231,29,22
14,CONSTANŢA,"SEDIUL POLITIEI LOCALE EFORIE SUD",288,"ORAŞ EFORIE",60455,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:47:59",1451,1434,8,4,5,723,714,0,4,5,666,57,1580,857,132,67,340,72,55
