precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"SCOALA GIMNAZIALA POPRICANI",594,POPRICANI,98505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:01",1344,1316,0,15,13,762,734,0,15,13,730,32,1400,638,54,432,191,18,6,8,21
24,IAŞI,"SCOALA GIMNAZIALA POPRICANI",595,POPRICANI,98505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:27:23",1252,1232,2,5,13,668,650,0,5,13,645,23,1300,632,54,359,191,20,3,4,14
24,IAŞI,"SCOALA GIMNAZIALA POPRICANI",599,POPRICANI,98505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:50:35",411,400,0,4,7,252,241,0,4,7,242,10,500,248,13,97,109,21,2,0,0
24,IAŞI,"SCOALA GIMNAZIALA VINATORI",602,POPRICANI,98505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:41",862,856,0,5,1,394,388,0,5,1,374,16,900,510,55,207,63,18,8,7,16
24,IAŞI,"SCOALA GIMNAZIALA VINATORI",601,POPRICANI,98505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:40",1351,1343,0,7,1,673,665,0,7,1,652,21,1455,776,69,281,181,39,25,35,22
24,IAŞI,"SCOALA PRIMARA CIRLIG",596,POPRICANI,98505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:29",776,764,0,10,2,377,365,0,10,2,359,14,800,427,44,228,56,10,3,4,14
24,IAŞI,"SCOALA PRIMARA COTU MORII",597,POPRICANI,98505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:37:44",223,216,0,7,0,124,117,0,7,0,118,6,303,179,10,62,37,5,0,3,1
24,IAŞI,"SCOALA PRIMARA CUZA- VODA",598,POPRICANI,98505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:02",540,535,0,3,2,268,263,0,3,2,261,7,600,332,14,158,39,29,0,13,8
24,IAŞI,"SCOALA PRIMARA TIPILESTI",600,POPRICANI,98505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:11",299,285,0,6,8,182,168,0,6,8,172,6,400,222,18,45,83,18,0,4,4
