precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi"
32,"SATU MARE","CĂMINUL CULTURAL BOLDA",138,BELTIUG,136964,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:43:32",56,35,0,21,0,39,18,0,21,0,37,2,50,11,1,4,11,18,3
32,"SATU MARE","CĂMINUL CULTURAL GIUNGI",140,BELTIUG,136964,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:08:27",126,120,0,6,0,72,66,0,6,0,66,6,150,78,4,0,18,38,6
32,"SATU MARE","GRĂDINIŢA DE COPII ŞANDRA",142,BELTIUG,136964,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:33",233,225,1,7,0,93,85,1,7,0,86,7,251,158,9,7,16,46,8
32,"SATU MARE","SCOALA GIMNAZIALA BELTIUG",137,BELTIUG,136964,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:58:10",1110,1047,8,18,37,695,636,4,18,37,640,55,1173,478,153,47,70,185,185
32,"SATU MARE","ŞCOALA GIMNAZIALĂ RĂTEŞTI",141,BELTIUG,136964,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:04:33",608,584,2,8,14,324,302,0,8,14,265,59,654,330,18,32,69,88,58
32,"SATU MARE","ŞCOALA PRIMARĂ GHIRIŞA",139,BELTIUG,136964,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:00:50",601,580,0,7,14,378,357,0,7,14,337,41,650,272,216,7,19,57,38
