precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","LĂSCUŢONI BOGDAN-IANCU-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL ”MINERUL” GHELARI",368,GHELARI,86883,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:40:01",835,818,1,10,6,405,389,0,10,6,378,17,883,488,3,7,117,37,173,13,28
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA",371,GHELARI,86883,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:26:28",115,104,1,9,1,68,58,0,9,1,60,8,108,40,1,0,15,3,37,0,4
22,HUNEDOARA,"DISPENSAR GOVĂJDIA",369,GHELARI,86883,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:30:43",88,81,0,7,0,42,35,0,7,0,42,0,88,46,6,6,6,18,3,3,0
22,HUNEDOARA,"MAGAZIN SĂTESC DIN SATUL PLOP",370,GHELARI,86883,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:30:20",34,19,0,15,0,27,12,0,15,0,27,0,36,9,0,0,6,1,15,3,2
22,HUNEDOARA,"PRIMĂRIA COMUNEI GHELARI",367,GHELARI,86883,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:48:13",631,599,5,20,7,388,363,0,20,5,373,15,673,285,2,26,137,13,121,28,46
