precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"CASA DE CULTURĂ",512,PERIAM,158109,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:53:43",1074,1041,0,7,26,359,326,0,7,26,340,19,1137,778,41,25,215,34,25
37,TIMIŞ,"LICEUL TEORETIC PERIAM",510,PERIAM,158109,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:58:16",1487,1472,3,1,11,624,612,0,1,11,599,25,1600,976,78,58,370,46,47
37,TIMIŞ,"LICEUL TEORETIC PERIAM",511,PERIAM,158109,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:00:00",1576,1553,3,5,15,780,760,0,5,15,746,20,1568,802,89,70,466,34,87
