precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUBERE IOAN-ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","AVRĂMUŢ DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","DUNDI FLORIN-GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"CĂMINUL CULTURAL CĂUAȘD",641,TULCA,31841,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:01:33",386,372,0,6,8,258,244,0,6,8,250,8,405,147,99,144,7
5,BIHOR,"CĂMINUL CULTURAL TULCA",639,TULCA,31841,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:56:29",1620,1563,2,24,31,1106,1051,0,24,31,1085,21,1745,639,317,732,36
5,BIHOR,"ȘCOALA CU CLASELE I-IV TULCA NOUĂ",640,TULCA,31841,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:50:00",213,208,0,3,2,158,153,0,3,2,155,3,237,79,28,123,4
