precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"URSU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","CURCAN VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOSCU ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CROITORU COSTEL-PARTIDUL PATRIOȚILOR-voturi","BURLACU BOGDAN-MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"CĂMIN CULTURAL",128,CÂRLIGELE,175732,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:31:56",1139,1108,0,6,25,574,543,0,6,25,556,17,1217,636,11,31,468,30,16
41,VRANCEA,GRĂDINIȚĂ,131,CÂRLIGELE,175732,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:55:06",545,517,0,7,21,336,308,0,7,21,324,12,599,261,12,11,291,1,9
41,VRANCEA,"SCOALA BLIDARI",129,CÂRLIGELE,175732,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:44:08",478,452,0,4,22,285,259,0,4,22,282,3,499,212,2,5,245,20,10
41,VRANCEA,"ȘCOALA GIMNAZIALĂ CU CLASELE I-IV ” EPISCOP MITROFAN ”",130,CÂRLIGELE,175732,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:48",380,358,0,4,18,211,189,0,4,18,200,11,418,207,7,10,170,6,7
