precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PETRESCU DRAGOMIR-voturi"
29,NEAMŢ,"CĂMINUL CULTURAL",273,FARCAŞA,122551,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:04",725,719,0,6,0,381,375,0,6,0,358,23,800,419,225,36,29,2,66
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ” IOAN LUCA ”",272,FARCAŞA,122551,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:10",1126,1124,1,0,1,548,547,0,0,1,525,23,1200,652,292,110,56,27,40
29,NEAMŢ,"ȘCOALA PRIMARĂ STEJARU",274,FARCAŞA,122551,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:06:27",637,636,0,1,0,326,325,0,1,0,315,11,700,374,232,38,33,6,6
