precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARKIŞ VASILE-DAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CRIŞAN SERGIU-PETRICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi"
32,"SATU MARE","CĂMIN CULTURAL SECHEREȘA",300,SUPUR,138921,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:12:38",56,50,0,6,0,33,27,0,6,0,31,2,100,67,16,15
32,"SATU MARE","GRĂDINIȚĂ CU PROGRAM NORMAL",299,SUPUR,138921,4,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:23",152,146,0,5,1,90,84,0,5,1,88,2,201,111,24,64
32,"SATU MARE","PRIMARIA COMUNEI SUPUR",295,SUPUR,138921,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:37",1009,989,0,16,4,577,557,0,16,4,560,17,1020,443,236,324
32,"SATU MARE","ȘCOALA GIMNAZIALĂ DOBRA",296,SUPUR,138921,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:14",760,745,0,6,9,402,387,0,6,9,370,32,800,398,216,154
32,"SATU MARE","ȘCOALA GIMNAZIALĂ GIOROCUTA",297,SUPUR,138921,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:36",624,615,0,6,3,332,323,0,6,3,322,10,700,368,140,182
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ”MOISE SORA NOVAC” HUREZU MARE",298,SUPUR,138921,2,PART,PRCNCT,P,P_SV,"2024-06-10 00:59:22",276,264,0,12,0,149,137,0,12,0,140,9,300,151,31,109
32,"SATU MARE","ȘCOALA PRIMARĂ ” IOAN GALU” SUPURU DE SUS",301,SUPUR,138921,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:53:47",412,402,2,6,2,216,207,1,6,2,209,7,450,234,74,135
