precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
28,MUREŞ,"CĂMINUL CULTURAL JACODU",562,VEŢCA,120174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:46:46",189,188,0,1,0,98,97,0,1,0,93,5,210,112,93
28,MUREŞ,"ȘCOALA GIMNAZIALĂ VEȚCA",561,VEŢCA,120174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:47:52",355,350,1,1,3,177,173,0,1,3,173,4,363,186,173
