precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IVAN-PARPALĂ GHEORGHIŢĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","MIHAI DOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","MITREA IUSTIN-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL ”DR.GHEORGHE FURTUNĂ”",107,BOTOROAGA,152172,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:06",1032,936,0,44,52,693,597,0,44,52,683,10,1023,330,271,286,126
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",109,BOTOROAGA,152172,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:43:38",1039,911,0,82,46,723,595,0,82,46,716,7,1000,277,352,322,42
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3",111,BOTOROAGA,152172,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:16",1217,1014,0,153,50,935,732,0,153,50,923,8,1120,189,685,179,59
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV TUNARI",110,BOTOROAGA,152172,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:43",157,135,0,17,5,135,113,0,17,5,120,3,150,27,44,71,5
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CĂLUGĂRU",108,BOTOROAGA,152172,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:14",661,611,1,22,27,463,413,1,22,27,458,5,673,210,247,152,59
