precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL VERDE-voturi","FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
32,"SATU MARE","PRIMARIA CALINESTI OAS",156,CĂLINEŞTI-OAŞ,137229,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:04:56",1379,1347,2,13,17,774,744,0,13,17,733,41,1448,674,173,173,96,168,9,14,42,58
32,"SATU MARE","SCOALA COCA",158,CĂLINEŞTI-OAŞ,137229,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:02",888,882,0,4,2,426,420,0,4,2,405,21,950,524,55,27,27,116,147,2,11,20
32,"SATU MARE","SCOALA LECHINTA",159,CĂLINEŞTI-OAŞ,137229,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:26:16",699,678,0,19,2,424,403,0,19,2,398,26,799,375,32,13,12,205,2,125,8,1
32,"SATU MARE","SCOALA PASUNEA MARE",160,CĂLINEŞTI-OAŞ,137229,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:00:22",359,351,0,4,4,167,159,0,4,4,160,7,400,233,11,6,9,84,28,6,11,5
32,"SATU MARE","SPCLEP CALINESTI OAS",157,CĂLINEŞTI-OAŞ,137229,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:35:11",904,893,0,3,8,522,511,0,3,8,506,16,1000,478,99,179,51,114,3,6,28,26
