precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STAMATE CRISTIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","CONSTANTIN NARCIS-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ILIE EUGEN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SĂBĂROIU SEBASTIAN-ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
25,ILFOV,"FOSTA SCOALA SI GRADINITA ALUNISU",47,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:31",1293,1273,1,10,9,726,707,0,10,9,698,28,1400,674,50,528,55,65
25,ILFOV,"GRADINITA NR 2 MAGURELE",43,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:19:26",1380,1366,4,6,4,804,795,0,6,3,786,18,1600,796,70,613,42,61
25,ILFOV,"GRADINITA NR 3 VARTEJU",50,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:09:45",1646,1621,8,12,5,859,841,1,12,5,839,19,1737,879,127,593,56,63
25,ILFOV,"LICEUL TEORETIC ”HORIA HULUBEI”",44,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:50:32",1104,1084,7,11,2,673,660,0,11,2,658,15,1170,497,87,497,33,41
25,ILFOV,"PRIMĂRIA ORAŞULUI MĂGURELE",45,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:48:37",2361,2316,10,29,6,1266,1231,0,29,6,1253,8,2500,1239,276,780,81,116
25,ILFOV,"PRIMĂRIA ORAŞULUI MĂGURELE",46,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:13:43",1302,1282,11,7,2,618,609,0,7,2,592,24,1402,784,82,384,38,88
25,ILFOV,"SCOALA PRIMARA NR 1 VARTEJU",49,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:52",1102,1091,2,7,2,601,592,0,7,2,574,27,1200,599,69,391,54,60
25,ILFOV,"SCOALA PRIMARA NR 2 DUMITRANA",48,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:53:08",993,978,0,10,5,620,605,0,10,5,599,21,1100,480,55,422,53,69
