precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
4,BACĂU,"ŞCOALA CONSTANTIN MOSCU IZV.BERHECIULUI",403,"IZVORU BERHECIULUI",23127,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:41",644,631,0,8,5,361,348,0,8,5,339,22,700,339,100,188,51
4,BACĂU,"ŞCOALA GENERALĂ ANTOHEŞTI",405,"IZVORU BERHECIULUI",23127,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:59:26",315,300,0,13,2,181,166,0,13,2,168,13,300,119,44,121,3
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN MOSCU’’ IZVORU BERHECIULUI",404,"IZVORU BERHECIULUI",23127,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:51",329,308,0,19,2,204,183,0,19,2,193,11,300,96,58,119,16
