precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","TRICĂ FLORIN-voturi"
19,GIURGIU,"GRĂDINIŢA ”MARIN MOGESCU”",225,ULMI,105623,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 17:40:26",669,653,0,16,0,458,442,0,16,0,447,11,715,257,234,40,34,51,76,12
19,GIURGIU,"GRADINITA NR.4 GHIONEA",226,ULMI,105623,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 15:36:21",466,458,2,6,0,308,302,0,6,0,290,18,505,197,116,22,30,42,72,8
19,GIURGIU,"”SCOALA GIMNAZIALA ”NICOLAE LAHOVARY”",230,ULMI,105623,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:48:37",943,936,0,6,1,583,576,0,6,1,551,32,1036,453,178,50,59,134,111,19
19,GIURGIU,"SCOALA GIMNAZIALA ”NICOLAE LAHOVARY",229,ULMI,105623,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:02:17",1016,1006,2,7,1,598,590,0,7,1,585,13,1111,513,187,52,57,178,80,31
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 POENARI",228,ULMI,105623,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 14:15:39",1116,1101,0,13,2,636,621,0,13,2,626,10,1210,574,158,88,131,127,115,7
19,GIURGIU,"SCOALA PRIMARA NR.2 ICOANA",227,ULMI,105623,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 17:12:29",889,885,1,3,0,573,570,0,3,0,536,37,976,403,183,46,96,140,59,12
19,GIURGIU,"SCOALA PRIMARA NR.3 ULMI",224,ULMI,105623,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 15:25:34",957,945,0,9,3,591,579,0,9,3,569,22,1046,455,114,39,109,101,177,29
