precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂLUŢĂ DANIEL-ALIANȚA ELECTORALĂ PSD PNL-voturi","ŞTEFĂNESCU MATEI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CĂLINA SIMION-DAN-PARTIDUL ROMÂNIA MARE-voturi","TENIŢĂ DRAGOŞ-CĂTĂLIN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","MANOLE MARIANA-DANIELA-DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI-voturi","ENE PAUL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TÎRZIU LUANA-PARTIDUL S.O.S. ROMÂNIA-voturi"
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 189",775,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 16:10:59",1205,1199,1,5,0,494,489,0,5,0,481,13,1300,806,303,41,18,23,5,78,13
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",701,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:36:19",1272,1260,4,8,0,584,576,0,8,0,570,14,1394,810,389,36,6,34,5,87,13
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",704,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:01:31",1207,1198,1,4,4,599,591,0,4,4,586,13,1500,901,323,60,10,35,6,141,11
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",699,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:56:54",1236,1218,0,17,1,579,561,0,17,1,567,12,1378,799,364,28,10,38,6,109,12
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",702,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 13:06:01",1214,1201,3,9,1,533,523,0,9,1,520,13,1300,767,306,33,8,39,8,111,15
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",707,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:54:42",1225,1214,3,8,0,474,466,0,8,0,465,9,1300,826,249,49,15,38,12,86,16
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",698,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:10:25",1562,1551,2,9,0,725,716,0,9,0,706,19,1700,975,399,45,15,40,9,180,18
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",706,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 07:38:14",1667,1651,6,10,0,790,780,0,10,0,774,16,1798,1008,405,52,12,76,13,191,25
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",703,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:53:51",1066,1054,5,7,0,447,439,1,7,0,445,2,1200,753,273,22,8,32,5,93,12
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",700,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:37:41",1225,1208,8,9,0,612,603,0,9,0,600,12,1300,688,335,50,5,40,7,152,11
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",705,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:51:39",1601,1585,7,9,0,794,785,0,9,0,782,12,1796,1002,450,39,29,52,14,178,20
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",696,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 03:16:24",1545,1530,9,6,0,853,847,0,6,0,843,10,1716,863,427,32,16,87,7,256,18
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",708,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:25:19",1152,1141,2,9,0,407,398,0,9,0,393,14,1300,893,222,31,4,17,6,99,14
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",697,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:28:16",1492,1473,8,11,0,773,761,1,11,0,754,19,1600,827,416,54,14,74,5,173,18
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",695,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:45:02",1075,1063,3,9,0,523,514,0,9,0,514,9,1200,677,274,32,12,47,7,133,9
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",693,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 09:51:05",1578,1531,31,16,0,781,764,1,16,0,770,8,1700,919,404,26,6,104,5,213,12
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",694,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 11:13:38",1266,1252,8,6,0,566,560,0,6,0,558,8,1400,834,295,32,4,52,5,154,16
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",783,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 11:06:23",870,865,0,5,0,403,398,0,5,0,390,13,1000,597,265,25,9,19,4,60,8
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",787,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:03:16",1151,1138,2,11,0,546,535,0,11,0,532,14,1196,650,349,30,11,23,4,98,17
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",786,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:17:58",1084,1074,5,5,0,468,463,0,5,0,456,12,1400,932,276,28,19,28,7,77,21
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",784,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:14:56",1197,1185,1,11,0,532,521,0,11,0,516,16,1300,768,310,33,6,33,12,108,14
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",785,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:33:15",1449,1434,4,11,0,635,624,0,11,0,619,15,1596,961,391,35,19,32,4,116,22
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",782,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:07:51",942,935,1,6,0,453,447,0,6,0,442,11,1000,547,259,39,11,34,3,91,5
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 194",789,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 21:39:49",1109,1103,0,4,2,510,504,0,4,2,496,14,1200,690,299,31,10,25,5,106,20
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 194",788,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 02:46:11",916,906,3,7,0,385,378,0,7,0,364,18,1000,618,228,28,3,18,7,71,9
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 308",811,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:13:50",1453,1447,1,5,0,572,567,0,5,0,561,11,1600,1028,372,55,17,17,9,61,30
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 308",808,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:13:17",1258,1248,4,6,0,577,571,0,6,0,561,16,1400,823,341,49,15,18,15,101,22
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 308",809,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:47:54",1152,1146,2,4,0,516,512,0,4,0,504,12,1200,684,338,40,16,15,9,65,21
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 308",810,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:12:55",1341,1335,1,5,0,551,546,0,5,0,543,8,1400,849,341,38,17,26,10,96,15
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 308",806,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:55:42",1403,1389,5,9,0,555,546,0,9,0,543,12,1503,948,348,44,16,23,11,80,21
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 308",807,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:32:37",1336,1328,7,0,1,614,613,0,0,1,599,15,1400,786,411,39,11,29,8,73,28
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",673,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:13:09",1001,966,17,14,4,449,431,0,14,4,439,10,1200,750,217,33,7,45,6,121,10
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",672,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:57:45",886,861,20,5,0,372,367,0,5,0,371,1,1000,628,193,39,3,23,5,97,11
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",674,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 00:50:15",1342,1308,19,14,1,561,546,0,14,1,551,10,1500,939,255,49,10,46,7,151,33
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 96",753,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 12:44:22",1566,1502,55,9,0,656,647,0,9,0,640,16,1600,944,374,41,17,46,17,130,15
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 96",751,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:44:47",1081,1070,3,7,1,513,505,0,7,1,499,14,1200,687,302,43,25,31,5,82,11
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 96",750,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:34:44",898,889,2,7,0,433,426,0,7,0,421,12,996,563,253,30,3,20,9,87,19
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 96",754,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:59:11",1131,1117,6,8,0,501,493,0,8,0,486,15,1200,699,304,34,16,23,4,89,16
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 96",752,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 03:21:25",1031,1016,0,14,1,437,423,0,13,1,425,10,1099,662,249,29,5,26,7,93,16
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 97",686,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:39:52",1450,1229,213,8,0,662,654,0,8,0,648,13,1402,741,281,41,13,44,14,241,14
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 97",685,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:05:58",1303,1285,9,9,0,602,593,0,9,0,588,14,1405,803,308,29,7,50,10,164,20
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 97",688,"BUCUREŞTI SECTORUL 4",179178,3,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 12:13:43",988,959,19,10,0,538,528,0,10,0,535,3,1100,562,245,37,7,43,6,185,12
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 97",684,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:54:38",1173,1157,6,9,1,560,550,0,9,1,548,12,1300,740,277,45,6,50,1,161,8
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 97",687,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 15:45:04",1191,1173,6,12,0,623,611,0,12,0,606,16,1300,677,274,32,12,39,5,232,12
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 97",691,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 17:30:48",996,983,7,6,0,505,499,0,6,0,497,8,1100,595,230,35,17,45,9,150,11
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 97",690,"BUCUREŞTI SECTORUL 4",179178,3,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 12:54:23",1472,1426,38,8,0,712,704,0,8,0,697,15,1600,888,346,31,9,74,6,227,4
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 97",692,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:00:12",906,890,6,10,0,466,456,0,10,0,460,6,1000,534,238,23,5,39,3,137,15
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 97",689,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:03:15",1204,1111,9,84,0,561,549,0,12,0,545,12,1200,641,254,44,7,42,5,178,15
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 99",845,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:31:54",1447,1434,3,9,1,639,629,0,9,1,629,10,1600,961,422,55,20,33,11,73,15
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 99",847,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 18:19:10",1422,1412,4,5,1,559,553,0,5,1,551,7,1499,941,368,43,16,30,11,65,18
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 99",846,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 13:08:08",1774,1764,1,9,0,732,723,0,9,0,716,16,1900,1168,461,57,22,26,9,112,29
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 99",848,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:37:55",1674,1666,3,5,0,652,647,0,5,0,639,13,1800,1148,422,65,18,26,16,67,25
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ”",804,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:51:42",1461,1388,65,8,0,579,571,0,8,0,570,9,1500,921,335,48,13,33,7,118,16
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ”",801,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 21:01:03",1545,1537,3,5,0,558,553,0,5,0,537,16,1800,1242,275,51,15,33,7,134,22
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ”",802,"BUCUREŞTI SECTORUL 4",179178,6,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 21:07:17",1798,1780,2,14,2,838,822,0,14,2,825,13,2009,1171,436,94,23,52,16,178,26
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ”",803,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 22:13:03",1423,1411,7,5,0,594,589,0,5,0,577,17,1500,906,347,49,11,26,11,114,19
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ”",805,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:23:42",1330,1308,13,8,1,638,629,0,8,1,626,12,1400,762,368,47,13,41,8,125,24
