precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOLDOVAN CORNEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIROI STELIAN-PILUŢ-CORNEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PĂDUREAN BENIAMIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
28,MUREŞ,"CĂMINUL CULTURAL VALEA LARGĂ",547,"VALEA LARGĂ",119974,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:24",896,866,0,13,17,416,386,0,13,17,405,11,982,566,83,50,272
28,MUREŞ,"PRIMĂRIA COMUNEI VALEA LARGĂ",546,"VALEA LARGĂ",119974,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:00",1059,1026,0,2,31,526,493,0,2,31,506,20,1122,596,97,35,374
28,MUREŞ,"ŞCOALA PRIMARĂ VALEA FRĂŢIEI",548,"VALEA LARGĂ",119974,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:39",496,487,0,5,4,267,258,0,5,4,259,8,568,301,48,37,174
