precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",380,REPEDEA,108598,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:01:52",1748,1738,0,3,7,839,829,0,3,7,801,35,1800,963,53,443,62,161,82
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASELE I-IV LUJANA",381,REPEDEA,108598,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:25",753,746,0,7,0,339,332,0,7,0,313,26,900,561,46,175,28,40,24
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASEL I-IV LESPEDEA DE JOS",382,REPEDEA,108598,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:29:24",1213,1210,0,3,0,584,581,0,3,0,551,33,1385,801,100,211,54,66,120
