precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"CĂMINUL CULTURAL",205,OCLAND,85243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:37:46",390,390,0,0,0,221,221,0,0,0,199,22,470,249,199
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”KELEMEN IMRE” OCLAND",204,OCLAND,85243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:21:08",590,587,1,2,0,303,301,0,2,0,290,13,600,297,290
