precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GROZA DĂNUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","SUCIU FLAVIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIRON IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","STAMATE CRISTIAN-VASILE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 ETAJ, SÂNNICOLAU MARE",295,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:10:43",1456,1438,1,3,14,686,668,1,3,14,662,24,1700,1014,378,29,101,154
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 PARTER, SÂNNICOLAU MARE",294,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:02:01",2055,1916,133,3,3,872,865,1,3,3,833,39,2200,1328,440,40,167,186
37,TIMIŞ,"LICEUL TEHNOLOGIC CRISTOFOR NAKO ORAŞ SÂNNICOLAU MARE",296,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:52:49",1820,1770,3,14,33,764,716,1,14,33,731,33,2000,1236,398,38,148,147
37,TIMIŞ,"PRIMĂRIA ORAŞULUI SÂNNICOLAU MARE",293,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:08:03",1780,1764,7,3,6,896,884,3,3,6,877,19,1900,1004,487,34,151,205
37,TIMIŞ,"SALA CASEI DE CULTURĂ (CASTEL NAKO) DEMISOL",292,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:34:43",1539,1521,7,4,7,727,716,0,4,7,705,11,1600,884,395,167,118,25
37,TIMIŞ,"SALA CASEI DE CULTURĂ (CASTEL NAKO)ETAJ 1",291,"ORAŞ SÂNNICOLAU MARE",155528,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:06",1227,1215,1,5,6,569,558,0,5,6,561,8,1400,831,339,16,69,137
37,TIMIŞ,"ŞCOALA GIMNAZIALA THEODOR BUCURESCU NR.1, SÂNNICOLAU MARE, PARTER",297,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:46:35",1857,1755,0,53,49,871,769,0,53,49,831,18,2031,1182,440,41,135,215
